CASEID_1979,CPUBID1,CPUBID2,CPUBID3,CPUBID4,CPUBID5,CPUBID6
4928,63838,99163,NA,NA,NA,NA
4929,58988,NA,NA,NA,NA,NA
4930,65845,51648,55169,NA,NA,NA
4931,74874,NA,NA,NA,NA,NA
4933,44398,81376,NA,NA,NA,NA
4934,95549,83483,NA,NA,NA,NA
4938,25070,27173,NA,NA,NA,NA
4943,97067,NA,NA,NA,NA,NA
4947,28092,10451,13939,32173,NA,NA
4948,69968,77610,NA,NA,NA,NA
4950,74975,36639,51311,68558,NA,NA
4951,44242,62372,NA,NA,NA,NA
4952,51746,28130,NA,NA,NA,NA
4953,77706,22134,49060,33408,NA,NA
4954,18103,99073,79330,20439,NA,NA
4955,93384,59538,NA,NA,NA,NA
4956,95203,87818,50748,NA,NA,NA
4957,13471,75670,NA,NA,NA,NA
4958,79460,NA,NA,NA,NA,NA
4959,98739,31330,NA,NA,NA,NA
4962,74387,53005,63378,NA,NA,NA
4971,69280,NA,NA,NA,NA,NA
4972,27633,61136,10337,NA,NA,NA
4973,44537,54670,71406,96831,52696,NA
4974,87981,87840,89353,57487,NA,NA
4976,12541,45865,NA,NA,NA,NA
4978,91757,37204,NA,NA,NA,NA
4981,98518,87673,81046,NA,NA,NA
4984,40810,92201,NA,NA,NA,NA
4987,18397,NA,NA,NA,NA,NA
4988,78676,NA,NA,NA,NA,NA
4989,63385,39642,NA,NA,NA,NA
4990,89880,73886,70917,NA,NA,NA
4991,55412,90142,12026,NA,NA,NA
4992,60893,86635,NA,NA,NA,NA
4993,42666,18131,NA,NA,NA,NA
4994,67455,NA,NA,NA,NA,NA
4995,88945,41119,NA,NA,NA,NA
4997,76526,14799,49368,NA,NA,NA
4999,36432,15849,22146,NA,NA,NA
5001,94056,68919,58262,NA,NA,NA
5002,43248,14399,22618,NA,NA,NA
5008,42833,NA,NA,NA,NA,NA
5009,87556,NA,NA,NA,NA,NA
5014,56624,44459,NA,NA,NA,NA
5015,11995,94611,NA,NA,NA,NA
5016,58819,NA,NA,NA,NA,NA
5019,53271,65493,NA,NA,NA,NA
5023,81296,84820,NA,NA,NA,NA
5026,88567,93702,NA,NA,NA,NA
5028,86794,87493,NA,NA,NA,NA
5032,70304,NA,NA,NA,NA,NA
5035,37669,72018,NA,NA,NA,NA
5037,48977,NA,NA,NA,NA,NA
5041,81011,86057,NA,NA,NA,NA
5044,62542,NA,NA,NA,NA,NA
5045,15430,54162,84558,NA,NA,NA
5047,43700,35705,57701,NA,NA,NA
5049,25802,74779,78266,NA,NA,NA
5050,81503,84883,NA,NA,NA,NA
5052,71291,54456,NA,NA,NA,NA
5057,99800,44422,NA,NA,NA,NA
5059,61414,49408,NA,NA,NA,NA
5061,75456,87459,49645,58088,NA,NA
5063,98875,26808,77169,NA,NA,NA
5064,81930,91730,49282,18489,NA,NA
5065,56594,71087,NA,NA,NA,NA
5066,45206,85695,NA,NA,NA,NA
5069,88267,61336,NA,NA,NA,NA
5071,16178,22302,NA,NA,NA,NA
5074,40432,NA,NA,NA,NA,NA
5081,31224,14923,53120,NA,NA,NA
5084,75648,NA,NA,NA,NA,NA
5085,48342,14688,NA,NA,NA,NA
5088,42829,97372,NA,NA,NA,NA
5089,78038,67756,19902,NA,NA,NA
5090,19289,30654,NA,NA,NA,NA
5091,84654,72033,NA,NA,NA,NA
5096,29831,97416,99238,NA,NA,NA
5098,87619,13823,97450,NA,NA,NA
5099,13018,72899,NA,NA,NA,NA
5100,28791,45060,NA,NA,NA,NA
5103,18720,95981,NA,NA,NA,NA
5104,30747,43923,69116,NA,NA,NA
5105,19577,45904,82976,NA,NA,NA
5107,76635,43336,94972,NA,NA,NA
5108,79999,76255,NA,NA,NA,NA
5110,19410,NA,NA,NA,NA,NA
5111,29940,64608,NA,NA,NA,NA
5113,68127,34210,NA,NA,NA,NA
5114,80947,20789,37399,19065,NA,NA
5115,33308,68830,75619,NA,NA,NA
5117,33772,24084,17601,NA,NA,NA
5119,27215,NA,NA,NA,NA,NA
5120,96566,12224,NA,NA,NA,NA
5121,73363,21235,92019,NA,NA,NA
5123,20625,92899,NA,NA,NA,NA
5125,13221,74879,16137,99393,NA,NA
5127,58267,NA,NA,NA,NA,NA
5131,53861,45243,NA,NA,NA,NA
5134,13897,84557,25480,72286,81667,NA
5135,97830,86957,42670,43251,NA,NA
5138,23588,NA,NA,NA,NA,NA
5142,58567,43409,NA,NA,NA,NA
5143,92306,36227,66583,NA,NA,NA
5148,25942,31977,NA,NA,NA,NA
5151,55391,90799,NA,NA,NA,NA
5152,37579,22392,56109,NA,NA,NA
5153,53553,NA,NA,NA,NA,NA
5154,17250,NA,NA,NA,NA,NA
5157,61343,62865,NA,NA,NA,NA
5162,24853,86952,NA,NA,NA,NA
5163,33056,56262,NA,NA,NA,NA
5164,58906,15939,80556,NA,NA,NA
5171,80818,NA,NA,NA,NA,NA
5176,90308,84281,NA,NA,NA,NA
5179,14561,NA,NA,NA,NA,NA
5180,35518,74841,60215,NA,NA,NA
5189,78886,44116,NA,NA,NA,NA
5191,55768,64590,NA,NA,NA,NA
5193,37797,NA,NA,NA,NA,NA
5195,73494,67272,99753,69028,NA,NA
5198,36020,37245,23351,NA,NA,NA
5199,76974,72119,NA,NA,NA,NA
5200,65153,84345,NA,NA,NA,NA
5201,71072,NA,NA,NA,NA,NA
5208,69569,64980,97737,NA,NA,NA
5209,18170,73487,NA,NA,NA,NA
5212,47466,28349,NA,NA,NA,NA
5214,57155,49360,NA,NA,NA,NA
5216,68885,40224,34668,78219,NA,NA
5219,86722,75344,55911,NA,NA,NA
5224,37441,44961,31883,NA,NA,NA
5225,62379,NA,NA,NA,NA,NA
5231,42258,26325,NA,NA,NA,NA
5232,54512,35322,85498,NA,NA,NA
5233,21900,16074,NA,NA,NA,NA
5236,70683,93879,NA,NA,NA,NA
5240,47073,44112,NA,NA,NA,NA
5246,25964,NA,NA,NA,NA,NA
5247,22496,35232,NA,NA,NA,NA
5255,29449,NA,NA,NA,NA,NA
5256,99374,50240,NA,NA,NA,NA
5258,61783,56349,NA,NA,NA,NA
5259,33393,NA,NA,NA,NA,NA
5261,61193,89492,NA,NA,NA,NA
5264,81118,54765,NA,NA,NA,NA
5265,77840,NA,NA,NA,NA,NA
5268,36515,NA,NA,NA,NA,NA
5271,55413,17206,49858,NA,NA,NA
5272,97923,14205,66164,59344,NA,NA
5273,58353,46014,43176,NA,NA,NA
5276,37419,NA,NA,NA,NA,NA
5277,27335,81851,NA,NA,NA,NA
5280,19215,56966,31471,NA,NA,NA
5283,39905,57307,83413,22765,NA,NA
5285,36312,25021,NA,NA,NA,NA
5286,52499,58140,69591,43250,NA,NA
5288,99334,30992,NA,NA,NA,NA
5289,37214,41015,NA,NA,NA,NA
5290,14744,69431,NA,NA,NA,NA
5294,10368,64668,NA,NA,NA,NA
5295,90933,99027,78238,NA,NA,NA
5298,27503,21517,39198,90284,NA,NA
5299,72181,99368,99230,50552,86033,NA
5301,10911,65025,NA,NA,NA,NA
5305,89716,29413,NA,NA,NA,NA
5308,53447,79669,NA,NA,NA,NA
5309,52630,12827,73547,NA,NA,NA
5310,77673,46115,NA,NA,NA,NA
5311,15028,66613,61054,NA,NA,NA
5314,12912,54269,45699,83298,NA,NA
5315,76999,30238,62747,NA,NA,NA
5317,43450,42394,42561,90695,NA,NA
5325,32180,35087,50617,NA,NA,NA
5326,41194,45710,NA,NA,NA,NA
5327,49198,73001,29467,NA,NA,NA
5328,66981,76461,87650,NA,NA,NA
5330,78534,13449,53156,NA,NA,NA
5332,76505,24117,22714,72228,57203,NA
5333,94540,91362,85043,NA,NA,NA
5338,57192,26332,19274,NA,NA,NA
5339,87868,76105,NA,NA,NA,NA
5341,46564,53721,56325,NA,NA,NA
5349,98846,45276,33809,NA,NA,NA
5353,18524,97669,NA,NA,NA,NA
5355,33659,NA,NA,NA,NA,NA
5360,24421,40957,48820,NA,NA,NA
5369,77203,19980,NA,NA,NA,NA
5370,33697,89886,NA,NA,NA,NA
5372,73159,86894,NA,NA,NA,NA
5373,35295,68409,98759,16769,NA,NA
5374,32841,66251,35124,NA,NA,NA
5376,53074,12681,NA,NA,NA,NA
5378,27149,33975,NA,NA,NA,NA
5380,38924,77969,NA,NA,NA,NA
5381,92831,53341,NA,NA,NA,NA
5385,80481,16519,25353,68831,NA,NA
5387,53635,51266,13430,52326,50780,NA
5388,53552,60710,34374,NA,NA,NA
5389,32665,95276,NA,NA,NA,NA
5391,79381,45981,36985,73532,NA,NA
5393,71862,NA,NA,NA,NA,NA
5397,43351,69231,78817,NA,NA,NA
5406,98341,28658,64653,78005,50281,NA
5408,60264,50505,NA,NA,NA,NA
5409,65227,17369,96903,NA,NA,NA
5421,98870,77010,54163,42071,NA,NA
5422,97005,15831,NA,NA,NA,NA
5424,45984,63327,NA,NA,NA,NA
5425,54712,78399,NA,NA,NA,NA
5427,48173,37995,83188,NA,NA,NA
5428,25958,58681,NA,NA,NA,NA
5434,62681,94311,84037,91927,35509,NA
5436,88713,21530,81703,NA,NA,NA
5442,40826,81204,NA,NA,NA,NA
5445,91620,36640,NA,NA,NA,NA
5452,80782,80564,96767,NA,NA,NA
5453,85036,NA,NA,NA,NA,NA
5454,93462,63491,NA,NA,NA,NA
5455,40021,NA,NA,NA,NA,NA
5458,42613,NA,NA,NA,NA,NA
5459,55758,38405,NA,NA,NA,NA
5460,47361,NA,NA,NA,NA,NA
5462,15578,37370,78376,NA,NA,NA
5464,66216,NA,NA,NA,NA,NA
5465,95699,33188,35742,55044,59205,94257
5466,53482,47743,NA,NA,NA,NA
5467,46079,15413,24057,68300,76915,61418
5469,90682,13963,NA,NA,NA,NA
5472,83229,NA,NA,NA,NA,NA
5473,96433,25139,NA,NA,NA,NA
5474,91286,85845,NA,NA,NA,NA
5476,21748,32624,NA,NA,NA,NA
5477,40846,11279,NA,NA,NA,NA
5478,19729,18284,NA,NA,NA,NA
5480,50057,77999,NA,NA,NA,NA
5483,23927,82732,NA,NA,NA,NA
5485,89054,NA,NA,NA,NA,NA
5486,67620,NA,NA,NA,NA,NA
5487,92326,NA,NA,NA,NA,NA
5488,85420,37110,34857,NA,NA,NA
5492,38310,17162,68087,NA,NA,NA
5498,60079,54362,NA,NA,NA,NA
5502,98505,NA,NA,NA,NA,NA
5508,80034,80958,NA,NA,NA,NA
5509,48608,25992,NA,NA,NA,NA
5511,20168,31491,NA,NA,NA,NA
5515,41356,NA,NA,NA,NA,NA
5518,47439,92504,NA,NA,NA,NA
5522,59585,34428,68249,NA,NA,NA
5523,30767,14003,42698,11469,NA,NA
5524,33817,81138,20529,NA,NA,NA
5526,11696,87226,NA,NA,NA,NA
5528,21838,40405,NA,NA,NA,NA
5530,73093,84523,NA,NA,NA,NA
5533,45965,NA,NA,NA,NA,NA
5536,18558,NA,NA,NA,NA,NA
5537,10281,42940,NA,NA,NA,NA
5544,78369,29316,NA,NA,NA,NA
5546,86992,27363,NA,NA,NA,NA
5547,96395,54503,50793,67133,15616,NA
5548,44347,16154,NA,NA,NA,NA
5550,29945,43689,NA,NA,NA,NA
5551,68893,NA,NA,NA,NA,NA
5553,68962,NA,NA,NA,NA,NA
5555,54248,63567,NA,NA,NA,NA
5557,63932,12515,NA,NA,NA,NA
5559,63832,NA,NA,NA,NA,NA
5560,32845,59566,84704,NA,NA,NA
5561,79531,NA,NA,NA,NA,NA
5563,76583,NA,NA,NA,NA,NA
5565,29474,26757,NA,NA,NA,NA
5566,16586,NA,NA,NA,NA,NA
5568,11762,NA,NA,NA,NA,NA
5571,54747,15296,NA,NA,NA,NA
5574,20365,NA,NA,NA,NA,NA
5576,67012,NA,NA,NA,NA,NA
5577,21821,93587,NA,NA,NA,NA
5578,92878,NA,NA,NA,NA,NA
5581,74279,27353,NA,NA,NA,NA
5582,82081,97965,NA,NA,NA,NA
5583,12440,51428,NA,NA,NA,NA
5589,23405,96202,52308,43297,NA,NA
5593,83695,62526,92100,NA,NA,NA
5595,37946,83358,47263,NA,NA,NA
5596,55683,90140,NA,NA,NA,NA
5600,77860,NA,NA,NA,NA,NA
5605,17314,89986,95613,NA,NA,NA
5606,24157,81925,NA,NA,NA,NA
5609,68913,29307,NA,NA,NA,NA
5612,17699,62043,96065,54871,NA,NA
5614,63846,82785,28518,NA,NA,NA
5615,67923,86832,NA,NA,NA,NA
5619,25063,42644,NA,NA,NA,NA
5620,87979,35431,NA,NA,NA,NA
5624,69125,61056,NA,NA,NA,NA
5626,70019,NA,NA,NA,NA,NA
5627,99663,10994,75289,NA,NA,NA
5631,32644,57093,76207,76068,NA,NA
5634,86390,NA,NA,NA,NA,NA
5640,15107,62973,89154,NA,NA,NA
5646,82161,NA,NA,NA,NA,NA
5647,59419,38643,58441,NA,NA,NA
5648,16943,70213,90153,20406,NA,NA
5652,24961,73224,NA,NA,NA,NA
5654,85480,31177,NA,NA,NA,NA
5656,80797,25681,NA,NA,NA,NA
5657,25659,NA,NA,NA,NA,NA
5659,95749,36607,NA,NA,NA,NA
5661,87001,NA,NA,NA,NA,NA
5669,90522,NA,NA,NA,NA,NA
5670,34144,NA,NA,NA,NA,NA
5673,60508,58969,25241,NA,NA,NA
5674,66010,44921,NA,NA,NA,NA
5675,83651,NA,NA,NA,NA,NA
5681,10167,28526,95747,17664,28726,NA
5682,85979,22539,67330,53178,NA,NA
5684,93034,13505,NA,NA,NA,NA
5685,85531,59500,71220,NA,NA,NA
5686,71467,78032,84532,NA,NA,NA
5687,83340,64992,16300,NA,NA,NA
5689,25658,77012,NA,NA,NA,NA
5690,26855,NA,NA,NA,NA,NA
5695,89978,28660,14724,NA,NA,NA
5701,45427,NA,NA,NA,NA,NA
5702,83518,NA,NA,NA,NA,NA
5705,51325,58407,NA,NA,NA,NA
5706,51554,NA,NA,NA,NA,NA
5707,53548,17331,82836,NA,NA,NA
5708,37050,28291,42916,NA,NA,NA
5709,57126,NA,NA,NA,NA,NA
5712,38012,73306,NA,NA,NA,NA
5713,96201,28154,69014,18363,NA,NA
5715,92237,40274,87236,NA,NA,NA
5716,67116,89472,NA,NA,NA,NA
5717,93188,83498,NA,NA,NA,NA
5718,76896,90770,NA,NA,NA,NA
5720,55635,91750,15127,NA,NA,NA
5724,72269,40431,NA,NA,NA,NA
5728,65714,53489,82863,NA,NA,NA
5729,35726,41390,67505,74307,NA,NA
5732,27712,24554,NA,NA,NA,NA
5734,40962,NA,NA,NA,NA,NA
5737,92475,23307,59259,NA,NA,NA
5740,30330,56487,70332,25028,36159,NA
5741,48535,39132,31692,NA,NA,NA
5744,47666,60187,35933,NA,NA,NA
5746,80029,22713,17488,NA,NA,NA
5753,45714,96444,NA,NA,NA,NA
5756,45741,23877,61013,NA,NA,NA
5760,13359,NA,NA,NA,NA,NA
5766,27949,61525,NA,NA,NA,NA
5767,29134,64079,NA,NA,NA,NA
5768,53842,27542,93080,NA,NA,NA
5769,72417,NA,NA,NA,NA,NA
5770,61328,84323,65286,NA,NA,NA
5773,37814,23101,20773,39261,80101,NA
5774,97576,88008,58324,NA,NA,NA
5777,33391,39288,NA,NA,NA,NA
5780,22915,59106,19875,NA,NA,NA
5781,79794,10713,70409,NA,NA,NA
5782,33771,11619,NA,NA,NA,NA
5790,81752,51244,NA,NA,NA,NA
5793,68544,25967,41797,86558,56297,NA
5796,18327,NA,NA,NA,NA,NA
5798,36540,88622,22368,68181,NA,NA
5799,26362,23410,NA,NA,NA,NA
5801,84404,49235,75916,NA,NA,NA
5802,63298,70056,NA,NA,NA,NA
5803,44943,23108,NA,NA,NA,NA
5805,63367,41405,NA,NA,NA,NA
5806,20944,49818,NA,NA,NA,NA
5809,60337,50988,49372,NA,NA,NA
5811,61625,NA,NA,NA,NA,NA
5812,36349,55319,NA,NA,NA,NA
5813,68270,57142,76475,NA,NA,NA
5817,36490,64152,NA,NA,NA,NA
5818,84455,93642,NA,NA,NA,NA
5819,53524,79063,NA,NA,NA,NA
5820,50498,36865,77947,76359,NA,NA
5821,15434,27281,NA,NA,NA,NA
5822,75006,56873,NA,NA,NA,NA
5827,80873,NA,NA,NA,NA,NA
5829,40423,NA,NA,NA,NA,NA
5833,97680,94168,97978,NA,NA,NA
5834,64184,59672,62956,NA,NA,NA
5835,17953,NA,NA,NA,NA,NA
5836,26193,73024,49347,23866,NA,NA
5839,93300,55345,NA,NA,NA,NA
5840,54349,56857,77274,98542,36891,45907
5841,62136,52529,NA,NA,NA,NA
5844,28635,16582,80400,NA,NA,NA
5849,87488,64360,NA,NA,NA,NA
5852,61689,54220,40684,18136,NA,NA
5853,12054,16540,NA,NA,NA,NA
5855,62888,54749,42120,NA,NA,NA
5858,72447,90991,63719,NA,NA,NA
5861,17424,74977,96849,88255,NA,NA
5862,26881,10092,96478,NA,NA,NA
5868,50572,16364,92119,89677,NA,NA
5870,20072,54592,79611,NA,NA,NA
5873,76594,38583,18844,NA,NA,NA
5874,87669,58674,NA,NA,NA,NA
5878,56303,24973,12534,NA,NA,NA
5880,92251,NA,NA,NA,NA,NA
5883,57921,10082,NA,NA,NA,NA
5887,28148,96030,NA,NA,NA,NA
5888,89356,48265,87546,49111,NA,NA
5889,56907,77639,16171,52144,NA,NA
5892,51249,95275,NA,NA,NA,NA
5895,34148,30617,NA,NA,NA,NA
5897,97094,45849,58336,NA,NA,NA
5899,52483,56406,NA,NA,NA,NA
5906,47557,46208,30016,NA,NA,NA
5909,91725,13575,47060,80784,NA,NA
5911,56863,NA,NA,NA,NA,NA
5913,66926,10730,98257,NA,NA,NA
5914,76164,NA,NA,NA,NA,NA
5916,60577,11371,19964,NA,NA,NA
5919,99513,27091,32051,20303,NA,NA
5923,25970,35760,NA,NA,NA,NA
5926,44854,51387,26840,97292,NA,NA
5927,80744,37922,31972,96273,NA,NA
5932,88416,57981,36950,89381,24402,94542
5934,34877,NA,NA,NA,NA,NA
5936,42030,NA,NA,NA,NA,NA
5941,90857,80244,20484,NA,NA,NA
5944,67687,NA,NA,NA,NA,NA
5947,58013,55511,98388,80026,NA,NA
5948,22742,64019,NA,NA,NA,NA
5951,59442,31287,50466,78925,30233,NA
5952,54136,99563,56693,10468,NA,NA
5953,94779,NA,NA,NA,NA,NA
5954,41002,NA,NA,NA,NA,NA
5956,69962,29540,NA,NA,NA,NA
5957,59284,46867,NA,NA,NA,NA
5963,61333,35066,NA,NA,NA,NA
5965,27300,40186,69838,53753,65270,NA
5969,58211,18509,NA,NA,NA,NA
5973,84844,82423,52342,34557,97872,84468
5976,86606,17789,34513,NA,NA,NA
5977,39248,NA,NA,NA,NA,NA
5978,43172,10326,28264,51752,NA,NA
5980,74567,99928,NA,NA,NA,NA
5983,60002,NA,NA,NA,NA,NA
5985,65736,54619,NA,NA,NA,NA
5986,27623,69192,NA,NA,NA,NA
5991,12197,57326,NA,NA,NA,NA
5998,45093,58946,11136,12249,NA,NA
5999,56898,55476,NA,NA,NA,NA
6002,17522,66746,69501,NA,NA,NA
6003,40128,87327,NA,NA,NA,NA
6004,93075,74720,NA,NA,NA,NA
6005,73162,80373,45843,NA,NA,NA
6007,31208,78518,53466,NA,NA,NA
6015,91202,NA,NA,NA,NA,NA
6019,78716,90675,23567,NA,NA,NA
6022,19988,NA,NA,NA,NA,NA
6023,80511,42491,94286,98125,NA,NA
6024,61051,NA,NA,NA,NA,NA
6027,46048,NA,NA,NA,NA,NA
6028,38071,72074,NA,NA,NA,NA
6030,46283,36920,81183,NA,NA,NA
6031,10597,NA,NA,NA,NA,NA
6033,34680,43987,77143,78857,NA,NA
6036,88989,80757,35922,NA,NA,NA
6037,62600,NA,NA,NA,NA,NA
6039,45538,NA,NA,NA,NA,NA
6040,24298,98430,75650,92894,NA,NA
6043,55481,68134,NA,NA,NA,NA
6044,55131,91222,NA,NA,NA,NA
6046,57206,35623,88210,41511,67863,23473
6047,28881,69154,63379,44712,NA,NA
6048,97948,35067,95231,98045,NA,NA
6049,49267,25429,NA,NA,NA,NA
6053,72982,39010,16252,NA,NA,NA
6055,78901,20848,NA,NA,NA,NA
6058,99448,66947,NA,NA,NA,NA
6061,67435,28924,NA,NA,NA,NA
6063,21303,NA,NA,NA,NA,NA
6066,83856,88332,NA,NA,NA,NA
6069,14469,41476,91204,17576,NA,NA
6072,60933,17418,56361,NA,NA,NA
6073,72466,66521,NA,NA,NA,NA
6074,44787,16704,72775,NA,NA,NA
6076,31784,47983,96984,NA,NA,NA
6078,32804,87597,77325,NA,NA,NA
6080,51276,95025,NA,NA,NA,NA
6082,42586,49589,60062,NA,NA,NA
6083,80547,29662,NA,NA,NA,NA
6084,31245,89084,57661,53394,97882,NA
6088,92375,89518,38749,NA,NA,NA
6091,45311,99884,NA,NA,NA,NA
6101,22250,16435,NA,NA,NA,NA
6102,50585,64988,NA,NA,NA,NA
6107,72182,29591,53326,32556,48220,63434
6114,13033,97868,40493,66976,NA,NA
6116,68298,53312,NA,NA,NA,NA
6118,63321,94937,NA,NA,NA,NA
6119,89427,51922,57503,35042,NA,NA
6126,13019,NA,NA,NA,NA,NA
6129,44247,NA,NA,NA,NA,NA
6130,22659,NA,NA,NA,NA,NA
6132,39525,NA,NA,NA,NA,NA
6134,83879,11266,70004,NA,NA,NA
6146,77107,94873,82484,NA,NA,NA
6150,89610,NA,NA,NA,NA,NA
6151,94380,93852,47201,NA,NA,NA
6154,97580,NA,NA,NA,NA,NA
6159,18371,NA,NA,NA,NA,NA
6160,54833,NA,NA,NA,NA,NA
6161,99622,32203,21688,17371,23586,98661
6163,62810,73948,86143,32053,NA,NA
6164,42283,80040,NA,NA,NA,NA
6168,14476,45822,27821,NA,NA,NA
6169,59524,48643,10181,86836,NA,NA
6171,40583,NA,NA,NA,NA,NA
6172,58715,NA,NA,NA,NA,NA
6174,56865,97751,NA,NA,NA,NA
6175,19987,84530,62675,NA,NA,NA
6177,35304,76115,40724,NA,NA,NA
6178,18929,26867,14914,NA,NA,NA
6179,99175,89198,NA,NA,NA,NA
6181,95701,55630,NA,NA,NA,NA
6183,57465,NA,NA,NA,NA,NA
6185,40959,NA,NA,NA,NA,NA
6189,81271,NA,NA,NA,NA,NA
6190,79271,30529,NA,NA,NA,NA
6192,92270,15613,53679,NA,NA,NA
6195,63636,NA,NA,NA,NA,NA
6197,77822,15918,22378,NA,NA,NA
6202,34928,58896,NA,NA,NA,NA
6203,18565,67599,NA,NA,NA,NA
6204,56596,42805,NA,NA,NA,NA
6205,29225,15649,57848,NA,NA,NA
6206,98766,NA,NA,NA,NA,NA
6209,24630,65599,NA,NA,NA,NA
6210,46514,96099,40421,NA,NA,NA
6212,39884,NA,NA,NA,NA,NA
6214,28989,18225,NA,NA,NA,NA
6215,50777,25977,NA,NA,NA,NA
6217,46197,72077,NA,NA,NA,NA
6219,40918,NA,NA,NA,NA,NA
6220,75022,74049,NA,NA,NA,NA
6221,78261,51690,NA,NA,NA,NA
6223,43201,17668,11235,NA,NA,NA
6225,21033,12200,87536,NA,NA,NA
6227,50416,33195,62730,NA,NA,NA
6231,38016,82814,NA,NA,NA,NA
6232,92787,48273,NA,NA,NA,NA
6233,31069,82643,40318,NA,NA,NA
6234,43218,13694,26739,NA,NA,NA
6235,40896,41123,99209,NA,NA,NA
6238,46529,30630,NA,NA,NA,NA
6239,93109,82303,93229,NA,NA,NA
6240,94079,NA,NA,NA,NA,NA
6243,45293,41019,NA,NA,NA,NA
6244,20046,98097,NA,NA,NA,NA
6245,10772,78799,78736,NA,NA,NA
6255,10585,67066,NA,NA,NA,NA
6258,15024,98459,17370,33862,NA,NA
6259,95305,51498,83838,NA,NA,NA
6262,40616,44533,NA,NA,NA,NA
6263,18414,NA,NA,NA,NA,NA
6264,80228,86266,NA,NA,NA,NA
6265,19605,NA,NA,NA,NA,NA
6268,90089,64189,NA,NA,NA,NA
6270,15604,94984,23442,44628,NA,NA
6273,33999,64674,NA,NA,NA,NA
6274,51070,26170,47071,72095,87376,60890
6275,49690,85482,NA,NA,NA,NA
6277,57852,98064,23644,NA,NA,NA
6278,38831,65752,69267,61245,NA,NA
6280,50775,38896,79392,16744,58565,85886
6282,45004,91871,54875,21680,63834,95916
6283,47870,16401,NA,NA,NA,NA
6284,49469,55484,54516,NA,NA,NA
6286,69980,77769,NA,NA,NA,NA
6289,65570,23274,40413,65875,51888,NA
6290,20400,65316,68873,NA,NA,NA
6291,63827,27044,70181,NA,NA,NA
6293,21987,64953,10215,81050,12119,NA
6294,90098,41642,83472,62076,NA,NA
6295,84669,70039,14105,NA,NA,NA
6296,36080,63129,79078,NA,NA,NA
6297,63215,85548,76976,49673,NA,NA
6299,24877,29864,NA,NA,NA,NA
6307,70545,15948,53075,49485,NA,NA
6308,57091,47100,NA,NA,NA,NA
6310,23701,58986,55898,15937,19331,NA
6311,39264,98594,NA,NA,NA,NA
6312,32530,38716,31624,NA,NA,NA
6313,88292,29510,NA,NA,NA,NA
6315,54763,40090,56073,NA,NA,NA
6318,80801,22886,NA,NA,NA,NA
6320,90714,NA,NA,NA,NA,NA
6321,69646,NA,NA,NA,NA,NA
6322,62366,29018,22902,85554,31062,32726
6324,62705,NA,NA,NA,NA,NA
6327,95295,15446,99076,81111,57833,40630
6331,89392,NA,NA,NA,NA,NA
6332,37332,85050,NA,NA,NA,NA
6333,68884,13254,NA,NA,NA,NA
6334,65197,65407,NA,NA,NA,NA
6335,93953,29154,75661,NA,NA,NA
6336,47110,38741,40306,NA,NA,NA
6337,54198,67459,NA,NA,NA,NA
6338,80580,66909,49695,25559,NA,NA
6339,18687,32627,66368,NA,NA,NA
6342,85307,26425,31036,66203,25383,NA
6344,55369,56872,45873,NA,NA,NA
6345,83462,51974,51136,51521,NA,NA
6348,53228,39388,NA,NA,NA,NA
6349,99710,NA,NA,NA,NA,NA
6350,25738,22675,NA,NA,NA,NA
6353,50971,65528,25080,NA,NA,NA
6356,25543,83739,16147,NA,NA,NA
6357,64425,NA,NA,NA,NA,NA
6358,53531,72662,22558,81268,NA,NA
6362,89213,15947,45535,NA,NA,NA
6363,64093,71687,54966,NA,NA,NA
6364,65931,78583,39878,21822,NA,NA
6365,54179,94315,93688,91824,45682,53732
6366,12791,25912,NA,NA,NA,NA
6367,51873,NA,NA,NA,NA,NA
6368,93164,34958,64364,NA,NA,NA
6369,76122,56318,NA,NA,NA,NA
6370,88974,66649,86736,NA,NA,NA
6371,60479,59964,91461,58552,70136,92189
6372,63211,17772,23726,NA,NA,NA
6374,40784,66332,36040,NA,NA,NA
6375,62206,45508,76216,69484,NA,NA
6377,36554,NA,NA,NA,NA,NA
6379,48502,80213,NA,NA,NA,NA
6380,67712,NA,NA,NA,NA,NA
6381,19726,59176,NA,NA,NA,NA
6382,84598,82349,NA,NA,NA,NA
6383,93326,30830,35604,NA,NA,NA
6384,51450,20424,67022,NA,NA,NA
6387,87535,35728,NA,NA,NA,NA
6389,79832,34665,NA,NA,NA,NA
6393,66593,17719,NA,NA,NA,NA
6394,79350,75427,24856,43897,NA,NA
6396,36282,52577,NA,NA,NA,NA
6397,29533,NA,NA,NA,NA,NA
6399,56765,79055,37012,22904,NA,NA
6400,13803,58943,16393,NA,NA,NA
6404,21126,97894,NA,NA,NA,NA
6405,40598,31920,NA,NA,NA,NA
6407,36314,21034,78501,NA,NA,NA
6408,56882,58727,NA,NA,NA,NA
6409,36288,75290,65369,NA,NA,NA
6410,17516,96254,NA,NA,NA,NA
6412,53744,NA,NA,NA,NA,NA
6413,23508,NA,NA,NA,NA,NA
6414,88108,83639,80366,NA,NA,NA
6416,36010,74855,34550,NA,NA,NA
6417,13246,70049,NA,NA,NA,NA
6424,72588,NA,NA,NA,NA,NA
6426,79073,29660,NA,NA,NA,NA
6427,63179,85840,NA,NA,NA,NA
6428,23808,74381,NA,NA,NA,NA
6429,80193,69733,18696,42746,NA,NA
