CASEID_1979,CPUBID1,CPUBID2,CPUBID3,CPUBID4,CPUBID5,CPUBID6
8028,67962,NA,NA,NA,NA,NA
8029,63801,27484,40527,NA,NA,NA
8030,17338,79621,77155,NA,NA,NA
8031,75929,87039,32540,98697,42762,86171
8033,29936,25271,15341,NA,NA,NA
8034,38801,63764,95102,53651,NA,NA
8039,57151,81884,67083,23550,NA,NA
8042,54044,NA,NA,NA,NA,NA
8044,53704,58805,65335,NA,NA,NA
8045,79219,67061,NA,NA,NA,NA
8047,51354,66156,NA,NA,NA,NA
8048,20060,60025,NA,NA,NA,NA
8049,26477,84228,NA,NA,NA,NA
8051,81976,77671,75343,NA,NA,NA
8053,96059,96348,NA,NA,NA,NA
8054,23978,10434,NA,NA,NA,NA
8057,83631,41858,32866,53232,NA,NA
8059,88919,79045,44040,17135,34583,97298
8061,21538,32437,NA,NA,NA,NA
8066,68261,26803,88859,NA,NA,NA
8068,36316,19137,36622,NA,NA,NA
8072,60596,59239,NA,NA,NA,NA
8078,20175,85852,NA,NA,NA,NA
8079,52647,44210,NA,NA,NA,NA
8083,77864,25753,17985,78429,NA,NA
8084,21547,NA,NA,NA,NA,NA
8086,37518,NA,NA,NA,NA,NA
8091,86136,15314,17227,61539,36807,NA
8093,83538,85205,NA,NA,NA,NA
8099,95421,33790,NA,NA,NA,NA
8102,71565,99980,NA,NA,NA,NA
8103,83829,15880,55039,NA,NA,NA
8105,77509,80115,80389,NA,NA,NA
8109,89777,78283,23982,NA,NA,NA
8110,75406,57373,NA,NA,NA,NA
8111,21740,NA,NA,NA,NA,NA
8113,12191,98991,45319,NA,NA,NA
8114,90240,18376,73116,46306,NA,NA
8119,59966,NA,NA,NA,NA,NA
8120,29389,NA,NA,NA,NA,NA
8121,83126,NA,NA,NA,NA,NA
8123,45373,NA,NA,NA,NA,NA
8125,91979,68820,95823,66146,NA,NA
8127,44870,91694,NA,NA,NA,NA
8129,23797,34627,NA,NA,NA,NA
8133,41879,NA,NA,NA,NA,NA
8137,93918,NA,NA,NA,NA,NA
8140,33412,67078,73512,52744,35612,NA
8141,48205,12035,NA,NA,NA,NA
8143,41403,83585,92543,NA,NA,NA
8144,52555,72419,37415,NA,NA,NA
8148,53609,29265,NA,NA,NA,NA
8149,37172,NA,NA,NA,NA,NA
8150,29085,NA,NA,NA,NA,NA
8151,66421,45501,NA,NA,NA,NA
8152,96389,48796,NA,NA,NA,NA
8153,49525,39838,NA,NA,NA,NA
8160,71485,NA,NA,NA,NA,NA
8161,83333,47554,NA,NA,NA,NA
8169,63118,10157,NA,NA,NA,NA
8172,10961,51351,11835,10201,NA,NA
8174,56825,47168,67595,57382,61532,10906
8175,15123,82260,NA,NA,NA,NA
8176,11275,NA,NA,NA,NA,NA
8178,63323,85102,NA,NA,NA,NA
8180,18204,63099,25425,56219,NA,NA
8181,93023,81795,NA,NA,NA,NA
8184,54371,17351,NA,NA,NA,NA
8189,71419,30497,NA,NA,NA,NA
8193,24563,97348,32095,NA,NA,NA
8194,22690,18162,19122,NA,NA,NA
8195,75686,76709,46305,NA,NA,NA
8196,54951,NA,NA,NA,NA,NA
8198,66824,67841,51065,26929,23348,NA
8202,40541,22658,44009,60205,NA,NA
8208,61955,NA,NA,NA,NA,NA
8210,24100,62148,20455,11962,68379,NA
8212,53666,28969,NA,NA,NA,NA
8213,92713,71992,NA,NA,NA,NA
8215,14621,NA,NA,NA,NA,NA
8217,89279,11441,NA,NA,NA,NA
8222,39638,NA,NA,NA,NA,NA
8226,72484,56807,97534,NA,NA,NA
8227,71558,NA,NA,NA,NA,NA
8235,94018,62803,81098,93728,NA,NA
8237,40245,69046,78107,NA,NA,NA
8243,13915,83062,NA,NA,NA,NA
8254,45253,NA,NA,NA,NA,NA
8257,81849,45661,41785,NA,NA,NA
8259,24400,31727,22468,NA,NA,NA
8260,15838,16607,36742,96656,NA,NA
8261,59596,71523,39091,47811,97630,33905
8262,57004,76820,66762,NA,NA,NA
8264,46299,30256,49714,66340,NA,NA
8265,45416,12599,71043,69506,35300,NA
8269,34083,62433,69956,23237,34198,14637
8271,48469,NA,NA,NA,NA,NA
8273,44559,40795,38103,91501,57226,NA
8276,20973,14419,NA,NA,NA,NA
8279,36987,86389,NA,NA,NA,NA
8283,33512,34941,43102,NA,NA,NA
8284,96325,37561,63233,25059,26730,77622
8286,62399,45011,17676,32639,NA,NA
8287,73683,97180,50226,NA,NA,NA
8289,62387,51386,51753,30310,93782,88595
8294,29187,50484,27830,NA,NA,NA
8296,98155,54141,59253,62826,22426,37643
8298,15990,48607,63662,49640,NA,NA
8305,62828,86978,68283,85637,70802,84191
8308,67059,38648,45380,NA,NA,NA
8309,58147,99786,27596,18042,38979,88708
8310,67327,NA,NA,NA,NA,NA
8311,15247,49420,15890,14104,NA,NA
8312,64759,56286,79240,NA,NA,NA
8313,26426,NA,NA,NA,NA,NA
8315,96350,NA,NA,NA,NA,NA
8317,51467,18280,NA,NA,NA,NA
8319,52937,56271,NA,NA,NA,NA
8324,70041,35333,73394,NA,NA,NA
8325,36725,31616,76508,NA,NA,NA
8329,32371,70591,48395,NA,NA,NA
8330,97261,12254,NA,NA,NA,NA
8332,67865,67972,16970,NA,NA,NA
8334,21118,32888,NA,NA,NA,NA
8335,73250,63412,NA,NA,NA,NA
8336,65044,26907,69038,NA,NA,NA
8337,88992,62360,NA,NA,NA,NA
8340,82341,45902,NA,NA,NA,NA
8343,70986,88559,88159,58526,80166,NA
8345,22487,17548,NA,NA,NA,NA
8346,28587,10153,NA,NA,NA,NA
8349,65461,94104,44264,54410,NA,NA
8351,29383,25781,79076,NA,NA,NA
8352,40381,11514,24468,NA,NA,NA
8353,23587,36707,12622,70973,NA,NA
8354,39887,55461,NA,NA,NA,NA
8357,13427,53749,45513,31189,NA,NA
8359,22080,85092,83993,84511,62010,NA
8362,68191,32296,NA,NA,NA,NA
8363,97993,88653,NA,NA,NA,NA
8366,47677,57176,NA,NA,NA,NA
8367,52927,NA,NA,NA,NA,NA
8371,53021,11664,NA,NA,NA,NA
8373,56113,91558,20919,NA,NA,NA
8374,98256,59897,NA,NA,NA,NA
8375,88018,45419,56805,16631,NA,NA
8376,65467,16531,75774,23447,75355,NA
8377,50439,82327,NA,NA,NA,NA
8383,98781,45595,NA,NA,NA,NA
8387,27454,NA,NA,NA,NA,NA
8389,82248,89493,80713,NA,NA,NA
8391,78401,44523,56088,44730,NA,NA
8393,35330,85756,32942,62484,NA,NA
8395,32783,75158,15334,NA,NA,NA
8398,21953,NA,NA,NA,NA,NA
8401,90253,33746,NA,NA,NA,NA
8404,41054,56335,NA,NA,NA,NA
8405,59558,28649,NA,NA,NA,NA
8407,94130,83688,14449,NA,NA,NA
8408,13546,55755,55546,NA,NA,NA
8413,20017,96520,NA,NA,NA,NA
8416,77760,78951,NA,NA,NA,NA
8417,74840,23413,34785,NA,NA,NA
8418,55388,68678,48306,NA,NA,NA
8422,16388,59012,97824,52473,35680,NA
8424,74510,70368,NA,NA,NA,NA
8425,78728,87499,NA,NA,NA,NA
8428,43929,NA,NA,NA,NA,NA
8429,67277,94996,62349,NA,NA,NA
8430,67847,NA,NA,NA,NA,NA
8432,17444,47921,NA,NA,NA,NA
8434,85982,40078,NA,NA,NA,NA
8437,12875,66814,NA,NA,NA,NA
8445,54775,27688,51508,NA,NA,NA
8446,79173,NA,NA,NA,NA,NA
8449,10629,97165,30223,NA,NA,NA
8452,89568,71793,NA,NA,NA,NA
8455,50500,83055,NA,NA,NA,NA
8457,71067,NA,NA,NA,NA,NA
8460,88230,57220,74963,NA,NA,NA
8463,71160,NA,NA,NA,NA,NA
8467,21704,NA,NA,NA,NA,NA
8473,19835,90632,NA,NA,NA,NA
8475,25441,12810,NA,NA,NA,NA
8477,22948,63331,NA,NA,NA,NA
8479,59930,98908,NA,NA,NA,NA
8480,54216,11666,41319,NA,NA,NA
8482,28188,78827,NA,NA,NA,NA
8483,75978,94630,NA,NA,NA,NA
8484,45753,31726,NA,NA,NA,NA
8488,45171,11909,38561,66155,NA,NA
8490,30906,31262,NA,NA,NA,NA
8491,18378,11372,NA,NA,NA,NA
8492,94680,80437,24556,NA,NA,NA
8493,59116,27504,NA,NA,NA,NA
8494,76873,23969,41675,NA,NA,NA
8500,95764,81654,NA,NA,NA,NA
8502,86219,57118,55845,NA,NA,NA
8503,82542,24074,49325,NA,NA,NA
8505,81875,36512,91378,NA,NA,NA
8510,14918,52056,42458,31849,NA,NA
8511,50215,89237,91071,52375,NA,NA
8512,69691,68244,NA,NA,NA,NA
8513,22588,31937,NA,NA,NA,NA
8514,47516,72239,NA,NA,NA,NA
8519,93125,69595,NA,NA,NA,NA
8522,74564,31339,38155,NA,NA,NA
8528,12219,68712,NA,NA,NA,NA
8529,24604,NA,NA,NA,NA,NA
8530,33618,87886,NA,NA,NA,NA
8531,52133,56462,81721,NA,NA,NA
8532,62860,71257,23510,NA,NA,NA
8533,49422,NA,NA,NA,NA,NA
8539,65032,68702,27381,NA,NA,NA
8540,15550,73135,73625,NA,NA,NA
8542,22984,70790,NA,NA,NA,NA
8546,36098,54230,NA,NA,NA,NA
8549,32788,87088,NA,NA,NA,NA
8553,12159,66440,NA,NA,NA,NA
8554,78247,NA,NA,NA,NA,NA
8557,57757,NA,NA,NA,NA,NA
8558,16672,23309,NA,NA,NA,NA
8561,80360,37126,91912,47748,NA,NA
8562,65615,NA,NA,NA,NA,NA
8566,11630,NA,NA,NA,NA,NA
8568,19281,NA,NA,NA,NA,NA
8570,65900,57230,48110,NA,NA,NA
8571,77780,51528,NA,NA,NA,NA
8572,38124,85499,NA,NA,NA,NA
8579,15743,44645,54550,85209,NA,NA
8580,96932,85917,57598,NA,NA,NA
8583,68888,91183,NA,NA,NA,NA
8590,83037,11274,20486,43040,20992,NA
8593,58842,75352,17280,NA,NA,NA
8598,67670,50297,23965,55423,41555,25106
8600,15690,65653,42945,NA,NA,NA
8601,64406,95183,29951,NA,NA,NA
8610,69992,NA,NA,NA,NA,NA
8612,89520,50147,NA,NA,NA,NA
8613,99259,88707,64556,NA,NA,NA
8614,99766,80795,28412,NA,NA,NA
8615,61741,47252,24871,87290,NA,NA
8618,44465,76736,12120,30291,NA,NA
8619,70318,NA,NA,NA,NA,NA
8622,64124,55021,NA,NA,NA,NA
8631,82012,60173,61824,NA,NA,NA
8634,43121,32219,43877,43565,33460,NA
8635,93225,64771,NA,NA,NA,NA
8636,94352,26039,NA,NA,NA,NA
8637,58882,NA,NA,NA,NA,NA
8638,10821,14902,NA,NA,NA,NA
8639,10319,14416,15487,NA,NA,NA
8641,20795,85003,NA,NA,NA,NA
8642,42802,67936,NA,NA,NA,NA
8643,15597,91181,NA,NA,NA,NA
8648,10005,59097,30181,NA,NA,NA
8649,66830,17502,NA,NA,NA,NA
8652,34873,70930,96771,NA,NA,NA
8658,44328,87257,NA,NA,NA,NA
8662,91765,30396,90290,25164,39992,25805
8664,20279,89408,81945,NA,NA,NA
8665,78294,66429,NA,NA,NA,NA
8668,28480,NA,NA,NA,NA,NA
8673,88138,73340,64762,NA,NA,NA
8674,17767,12601,11024,29503,67338,NA
8675,31264,10677,61763,NA,NA,NA
8679,77862,38875,99042,NA,NA,NA
8680,92221,53935,NA,NA,NA,NA
8684,74063,NA,NA,NA,NA,NA
8685,26919,46897,98811,NA,NA,NA
8690,94451,18260,43916,48013,NA,NA
8692,30876,13040,91886,26144,NA,NA
8693,23449,29949,NA,NA,NA,NA
8694,19486,12946,NA,NA,NA,NA
8695,73245,NA,NA,NA,NA,NA
8696,22768,18611,38871,16690,NA,NA
8697,59747,NA,NA,NA,NA,NA
8701,48600,30068,47512,45955,NA,NA
8705,88137,66515,29495,NA,NA,NA
8706,49026,28833,40955,81248,NA,NA
8707,64550,69302,NA,NA,NA,NA
8708,29920,86604,69581,NA,NA,NA
8714,82202,63183,70091,NA,NA,NA
8715,80375,41107,72331,NA,NA,NA
8716,53779,39075,NA,NA,NA,NA
8718,12041,42595,NA,NA,NA,NA
8720,85936,NA,NA,NA,NA,NA
8721,86193,NA,NA,NA,NA,NA
8728,18220,64661,51174,NA,NA,NA
8729,43232,99587,80165,10271,NA,NA
8731,52447,68009,NA,NA,NA,NA
8733,43673,85230,40763,71913,NA,NA
8734,81888,97484,NA,NA,NA,NA
8736,42989,93096,NA,NA,NA,NA
8739,35517,81108,NA,NA,NA,NA
8742,77101,NA,NA,NA,NA,NA
8744,65497,27347,41126,NA,NA,NA
8748,95846,NA,NA,NA,NA,NA
8750,83261,75386,NA,NA,NA,NA
8756,94217,97478,NA,NA,NA,NA
8757,10336,63563,36694,35075,NA,NA
8759,95451,12090,NA,NA,NA,NA
8762,12990,76916,24989,NA,NA,NA
8763,30348,21210,68257,NA,NA,NA
8766,42818,NA,NA,NA,NA,NA
8770,95996,39853,NA,NA,NA,NA
8772,38951,48911,NA,NA,NA,NA
8777,10299,33389,NA,NA,NA,NA
8779,27239,99462,80202,91268,NA,NA
8782,27562,46239,NA,NA,NA,NA
8783,73328,96045,NA,NA,NA,NA
8787,62978,53128,61394,NA,NA,NA
8788,42352,90058,96290,NA,NA,NA
8794,59371,66729,27270,26214,NA,NA
8795,51688,15174,NA,NA,NA,NA
8797,20282,NA,NA,NA,NA,NA
8798,79819,46316,NA,NA,NA,NA
8799,15622,27809,NA,NA,NA,NA
8800,41957,79925,NA,NA,NA,NA
8801,20229,35799,32245,NA,NA,NA
8802,51019,56785,38502,NA,NA,NA
8815,16372,34910,NA,NA,NA,NA
8816,19595,32389,NA,NA,NA,NA
8818,38906,57620,NA,NA,NA,NA
8821,30126,74650,NA,NA,NA,NA
8825,83877,49244,NA,NA,NA,NA
8826,53060,64659,NA,NA,NA,NA
8828,97023,39948,43980,59455,NA,NA
8830,97368,33944,89449,NA,NA,NA
8833,87771,48016,NA,NA,NA,NA
8839,19604,NA,NA,NA,NA,NA
8840,24669,35121,73680,NA,NA,NA
8845,23618,56010,65183,NA,NA,NA
8847,55205,94147,72760,NA,NA,NA
8848,93502,15219,24270,NA,NA,NA
8849,50615,NA,NA,NA,NA,NA
8853,91752,73967,NA,NA,NA,NA
8854,41920,96834,96010,NA,NA,NA
8858,40677,69670,NA,NA,NA,NA
8861,57892,84982,NA,NA,NA,NA
8864,64930,55808,NA,NA,NA,NA
8867,11186,85306,38666,NA,NA,NA
8869,17463,71501,73959,80380,NA,NA
8870,49397,44776,73999,NA,NA,NA
8873,41948,NA,NA,NA,NA,NA
8878,73214,21047,NA,NA,NA,NA
8883,93498,55652,NA,NA,NA,NA
8885,95492,24379,NA,NA,NA,NA
8888,75842,96503,NA,NA,NA,NA
8889,41098,86139,19271,NA,NA,NA
8890,13241,32824,NA,NA,NA,NA
8895,67802,30953,NA,NA,NA,NA
8896,26908,30139,NA,NA,NA,NA
8899,31082,NA,NA,NA,NA,NA
8900,72543,11840,69021,58811,97168,NA
8902,83501,86858,51337,NA,NA,NA
8904,92344,91146,63403,NA,NA,NA
8909,67218,38610,NA,NA,NA,NA
8910,51966,25589,23977,NA,NA,NA
8912,87666,76991,NA,NA,NA,NA
8913,19567,NA,NA,NA,NA,NA
8916,95731,33235,NA,NA,NA,NA
8920,25133,38014,29723,NA,NA,NA
8925,52682,63841,30797,NA,NA,NA
8926,43538,70069,54135,NA,NA,NA
8927,56823,83809,NA,NA,NA,NA
8931,15196,NA,NA,NA,NA,NA
8932,84025,45602,NA,NA,NA,NA
8934,30391,54446,NA,NA,NA,NA
8938,68363,86624,98892,NA,NA,NA
8939,86425,34853,NA,NA,NA,NA
8940,35138,50222,89090,NA,NA,NA
8942,78706,28308,26655,83069,18641,61947
8944,71473,52571,80039,NA,NA,NA
8946,57607,43192,NA,NA,NA,NA
8948,66080,10130,23517,42043,21999,NA
8949,12365,84357,30482,NA,NA,NA
8951,86111,61072,NA,NA,NA,NA
8953,28604,15826,78018,NA,NA,NA
8955,96817,39178,NA,NA,NA,NA
8956,19584,36691,NA,NA,NA,NA
8960,65979,68827,NA,NA,NA,NA
8961,63009,88257,NA,NA,NA,NA
8962,54836,58750,64153,NA,NA,NA
8965,34981,62684,NA,NA,NA,NA
8966,91141,10079,NA,NA,NA,NA
8967,58145,42634,69256,58455,81886,96867
8969,26446,46181,24539,73891,80480,NA
8970,60178,NA,NA,NA,NA,NA
8974,96599,52349,43562,10442,NA,NA
8977,16596,19070,38143,34021,NA,NA
8982,27823,NA,NA,NA,NA,NA
8985,66344,95324,NA,NA,NA,NA
8996,23125,37953,80212,NA,NA,NA
9000,75106,82944,21902,NA,NA,NA
9004,55233,96945,NA,NA,NA,NA
9011,89243,19617,58990,NA,NA,NA
9012,22469,NA,NA,NA,NA,NA
9018,56629,NA,NA,NA,NA,NA
9019,98148,73103,74785,39771,NA,NA
9021,14906,NA,NA,NA,NA,NA
9023,72889,49921,NA,NA,NA,NA
9025,92928,60944,58960,NA,NA,NA
9029,63157,NA,NA,NA,NA,NA
9033,75733,92617,NA,NA,NA,NA
9035,23047,79811,22897,NA,NA,NA
9037,16118,52313,43814,NA,NA,NA
9038,69394,87473,NA,NA,NA,NA
9040,88086,56571,58568,NA,NA,NA
9041,84527,86620,46866,NA,NA,NA
9045,14732,85006,19797,NA,NA,NA
9046,47094,NA,NA,NA,NA,NA
9048,83201,52523,10799,56096,66434,33699
9050,66689,91241,20592,NA,NA,NA
9053,76213,NA,NA,NA,NA,NA
9057,71630,49005,71244,63675,NA,NA
9060,94837,53210,21875,79309,35268,NA
9063,27850,94638,NA,NA,NA,NA
9064,39566,17483,99505,69989,NA,NA
9065,57652,70827,NA,NA,NA,NA
9067,77628,47377,61863,NA,NA,NA
9070,75502,62392,84239,NA,NA,NA
9074,10696,31284,55594,NA,NA,NA
9080,16096,90830,42423,NA,NA,NA
9081,76054,42761,27884,NA,NA,NA
9084,39411,51803,NA,NA,NA,NA
9086,50583,41895,NA,NA,NA,NA
9087,49058,NA,NA,NA,NA,NA
9092,34771,94864,NA,NA,NA,NA
9095,45002,NA,NA,NA,NA,NA
9100,99215,17176,19571,NA,NA,NA
9101,66394,91679,16276,60935,NA,NA
9103,96805,69613,79857,NA,NA,NA
9104,56916,49696,16310,14656,NA,NA
9106,82186,NA,NA,NA,NA,NA
9108,93633,99149,39126,NA,NA,NA
9109,32647,20428,91576,NA,NA,NA
9115,97846,98698,83588,NA,NA,NA
9117,16777,83534,NA,NA,NA,NA
9118,20110,41517,24930,NA,NA,NA
9119,52545,NA,NA,NA,NA,NA
9122,60434,38647,NA,NA,NA,NA
9124,21785,79565,NA,NA,NA,NA
9129,11583,NA,NA,NA,NA,NA
9133,30746,50107,NA,NA,NA,NA
9134,35288,51205,NA,NA,NA,NA
9135,74275,NA,NA,NA,NA,NA
9138,12240,NA,NA,NA,NA,NA
9141,51131,44881,NA,NA,NA,NA
9142,64557,70831,47203,NA,NA,NA
9143,25226,80607,NA,NA,NA,NA
9144,32539,60960,11103,NA,NA,NA
9145,14413,18125,69352,54237,NA,NA
9148,64055,50157,NA,NA,NA,NA
9157,21000,94378,16740,NA,NA,NA
9159,63584,NA,NA,NA,NA,NA
9167,36457,NA,NA,NA,NA,NA
9168,23082,NA,NA,NA,NA,NA
9171,21563,76301,85334,NA,NA,NA
9172,25451,97679,NA,NA,NA,NA
9173,58720,79141,48589,NA,NA,NA
9174,24799,NA,NA,NA,NA,NA
9178,81728,96185,NA,NA,NA,NA
9179,32558,60394,21208,NA,NA,NA
9180,77503,77016,85552,80411,80291,NA
9182,36265,45570,15552,NA,NA,NA
9183,67194,37896,98967,NA,NA,NA
9185,10174,NA,NA,NA,NA,NA
9192,76608,62445,NA,NA,NA,NA
9193,27693,NA,NA,NA,NA,NA
9195,32509,NA,NA,NA,NA,NA
9199,54192,80371,NA,NA,NA,NA
9201,41449,69090,NA,NA,NA,NA
9202,21940,NA,NA,NA,NA,NA
9205,20817,86862,49927,NA,NA,NA
9206,86322,63212,NA,NA,NA,NA
9208,91829,NA,NA,NA,NA,NA
9214,12984,76560,38252,85014,NA,NA
9219,33676,NA,NA,NA,NA,NA
9220,28147,31158,NA,NA,NA,NA
9221,18045,NA,NA,NA,NA,NA
9223,47031,42305,NA,NA,NA,NA
9227,41518,NA,NA,NA,NA,NA
9228,40526,49767,NA,NA,NA,NA
9229,82769,62418,93251,NA,NA,NA
9231,29247,16669,NA,NA,NA,NA
9233,57963,64325,26071,NA,NA,NA
9234,87548,89174,NA,NA,NA,NA
9236,87813,NA,NA,NA,NA,NA
9238,74232,16068,NA,NA,NA,NA
9239,26796,84466,NA,NA,NA,NA
9243,50941,NA,NA,NA,NA,NA
9244,59137,55781,NA,NA,NA,NA
9246,99247,45297,NA,NA,NA,NA
9248,35946,26187,NA,NA,NA,NA
9249,17271,NA,NA,NA,NA,NA
9252,85206,85884,NA,NA,NA,NA
9255,91416,51698,37151,90879,NA,NA
9256,42351,35805,NA,NA,NA,NA
9257,38493,62204,57479,NA,NA,NA
9259,71537,65868,NA,NA,NA,NA
9260,40601,85064,NA,NA,NA,NA
9261,37538,28680,NA,NA,NA,NA
9262,62852,NA,NA,NA,NA,NA
9264,10207,98081,80457,NA,NA,NA
9268,99526,81740,NA,NA,NA,NA
9272,85445,85654,46362,NA,NA,NA
9273,41526,51811,89632,62734,NA,NA
9274,25236,62618,75968,NA,NA,NA
9275,58931,69939,90171,24265,NA,NA
9277,33597,56638,88486,NA,NA,NA
9278,92908,31288,NA,NA,NA,NA
9281,60517,54221,57254,NA,NA,NA
9284,49243,47662,45903,49697,NA,NA
9286,38695,21284,NA,NA,NA,NA
9287,74003,26376,10670,15142,NA,NA
9298,35521,22540,38036,54060,36115,NA
9308,18014,98657,61162,89013,74951,97104
9312,83541,71924,29957,55993,NA,NA
9317,14829,70619,35059,92773,NA,NA
9319,49671,68576,80732,NA,NA,NA
9323,63541,NA,NA,NA,NA,NA
9325,74342,86827,NA,NA,NA,NA
9330,13583,NA,NA,NA,NA,NA
9333,12289,NA,NA,NA,NA,NA
9336,59175,NA,NA,NA,NA,NA
9337,42376,99615,NA,NA,NA,NA
9340,76536,NA,NA,NA,NA,NA
9341,45705,29076,NA,NA,NA,NA
9342,99173,35033,NA,NA,NA,NA
9344,29288,71214,NA,NA,NA,NA
9346,27603,NA,NA,NA,NA,NA
9347,21404,57583,NA,NA,NA,NA
9349,71870,44067,88410,41922,NA,NA
9353,80537,81733,NA,NA,NA,NA
9354,55668,51511,86310,NA,NA,NA
9355,25562,NA,NA,NA,NA,NA
9359,12145,41697,NA,NA,NA,NA
9360,12687,92521,NA,NA,NA,NA
9363,44133,NA,NA,NA,NA,NA
9365,33129,NA,NA,NA,NA,NA
9366,13620,75729,NA,NA,NA,NA
9371,30643,57405,NA,NA,NA,NA
9374,19040,79383,61310,29425,NA,NA
9378,49718,16029,NA,NA,NA,NA
9380,71357,50180,NA,NA,NA,NA
9381,16701,48117,51510,NA,NA,NA
9382,14610,98720,39168,74689,69380,NA
9383,60959,71873,NA,NA,NA,NA
9384,62770,NA,NA,NA,NA,NA
9388,11543,80461,98301,NA,NA,NA
9392,66110,54469,30195,NA,NA,NA
9396,44155,56137,94128,NA,NA,NA
9397,34439,86489,NA,NA,NA,NA
9401,85846,33215,52020,NA,NA,NA
9403,43128,10572,NA,NA,NA,NA
9406,16328,NA,NA,NA,NA,NA
9408,18029,39925,52092,NA,NA,NA
9413,77238,45369,NA,NA,NA,NA
9416,19420,92602,NA,NA,NA,NA
9421,74152,88082,NA,NA,NA,NA
9423,59683,39058,82973,NA,NA,NA
9429,74290,55414,NA,NA,NA,NA
9430,76473,83087,NA,NA,NA,NA
9432,85404,NA,NA,NA,NA,NA
9433,97785,96505,NA,NA,NA,NA
9434,91519,57638,NA,NA,NA,NA
9440,55698,62402,NA,NA,NA,NA
9441,25176,71994,41793,33491,NA,NA
9446,11462,38689,NA,NA,NA,NA
9452,78114,NA,NA,NA,NA,NA
9455,88806,47367,NA,NA,NA,NA
9456,87601,NA,NA,NA,NA,NA
9459,47482,NA,NA,NA,NA,NA
9460,77054,NA,NA,NA,NA,NA
9461,14604,16051,NA,NA,NA,NA
9464,55354,NA,NA,NA,NA,NA
9466,18679,72940,NA,NA,NA,NA
9469,23430,NA,NA,NA,NA,NA
9473,20609,26449,28136,10715,63657,NA
9476,65353,39492,NA,NA,NA,NA
9477,38768,96058,83802,NA,NA,NA
9479,14601,26666,NA,NA,NA,NA
9482,57731,94613,51796,NA,NA,NA
9483,70046,83602,NA,NA,NA,NA
9485,50869,73880,39201,17379,NA,NA
9487,53175,48357,NA,NA,NA,NA
9488,36330,40725,25303,NA,NA,NA
9492,73883,20525,NA,NA,NA,NA
9496,49126,11580,49831,NA,NA,NA
9497,39401,28193,NA,NA,NA,NA
9498,76381,15363,92998,45388,73639,NA
9499,61236,25299,72748,90478,61314,38399
9501,47519,NA,NA,NA,NA,NA
9504,91206,NA,NA,NA,NA,NA
9507,53871,28532,14214,NA,NA,NA
9510,20905,NA,NA,NA,NA,NA
9512,72972,96877,NA,NA,NA,NA
9515,72418,47371,46004,NA,NA,NA
9516,70968,26166,51637,50275,54991,NA
9517,35513,99997,NA,NA,NA,NA
9521,28530,65229,87611,NA,NA,NA
9522,28682,23746,NA,NA,NA,NA
9523,26308,33602,10128,86633,20993,10828
9525,83454,NA,NA,NA,NA,NA
9529,94038,42688,81068,35437,NA,NA
9530,27280,86505,NA,NA,NA,NA
9532,73114,93211,44147,NA,NA,NA
9536,19822,12638,NA,NA,NA,NA
9537,11558,71840,81084,71344,NA,NA
9541,44457,NA,NA,NA,NA,NA
9542,98654,41499,59777,80140,NA,NA
9554,69518,77698,87416,NA,NA,NA
9556,59948,93250,NA,NA,NA,NA
9557,16469,83202,NA,NA,NA,NA
9558,14285,63066,NA,NA,NA,NA
9560,24445,NA,NA,NA,NA,NA
9564,12588,NA,NA,NA,NA,NA
9567,22093,56497,NA,NA,NA,NA
9568,84984,48132,71131,NA,NA,NA
9574,64231,24092,NA,NA,NA,NA
9575,76592,69981,23670,78478,NA,NA
9576,44865,68239,71416,NA,NA,NA
9578,69461,90760,98612,63684,76245,60769
9579,46622,76746,NA,NA,NA,NA
9582,70107,95508,NA,NA,NA,NA
9593,30962,30361,38627,NA,NA,NA
9594,52826,51905,NA,NA,NA,NA
9596,11940,92630,NA,NA,NA,NA
9597,97880,NA,NA,NA,NA,NA
9602,12181,72678,NA,NA,NA,NA
9604,52480,70340,NA,NA,NA,NA
9608,75593,32701,21655,NA,NA,NA
9609,37051,NA,NA,NA,NA,NA
9610,22423,NA,NA,NA,NA,NA
9611,36655,94838,NA,NA,NA,NA
9614,71182,NA,NA,NA,NA,NA
9616,71225,48345,21240,NA,NA,NA
9619,26530,97128,NA,NA,NA,NA
9620,21861,52874,44371,NA,NA,NA
9623,56160,98336,NA,NA,NA,NA
9627,58302,79486,25860,NA,NA,NA
9631,95965,NA,NA,NA,NA,NA
9632,12980,84599,50910,NA,NA,NA
9633,65422,54057,NA,NA,NA,NA
9635,38777,43762,NA,NA,NA,NA
9637,68418,74852,NA,NA,NA,NA
9640,83339,35545,NA,NA,NA,NA
9641,51495,48192,NA,NA,NA,NA
9644,89130,37330,NA,NA,NA,NA
9647,79495,NA,NA,NA,NA,NA
9648,36963,35632,67362,61909,NA,NA
9652,62018,16349,NA,NA,NA,NA
9655,95600,93282,25777,NA,NA,NA
9657,25237,NA,NA,NA,NA,NA
9659,82724,NA,NA,NA,NA,NA
9660,66973,91059,NA,NA,NA,NA
9661,82573,42031,NA,NA,NA,NA
9662,16460,NA,NA,NA,NA,NA
9671,19963,95463,70113,67662,NA,NA
9672,88843,NA,NA,NA,NA,NA
9676,51453,62301,30204,NA,NA,NA
9680,55201,51906,71240,NA,NA,NA
9684,28155,69629,NA,NA,NA,NA
