CPUBID,CSEX,CMOB,CYRB
76594,2,1,1983
38583,2,2,1987
18844,1,7,1989
87669,1,11,1995
58674,1,9,1997
56303,1,1,1980
24973,1,12,1984
12534,1,9,1990
92251,2,1,1974
57921,2,4,1983
10082,1,10,1988
28148,1,12,1979
96030,1,6,1986
89356,2,7,1981
48265,1,10,1982
87546,1,3,1989
49111,1,10,1993
56907,1,12,1975
77639,2,8,1982
16171,2,11,1987
52144,2,8,1989
51249,2,9,1981
95275,1,11,1984
34148,1,1,1983
30617,2,5,1996
97094,1,9,1983
45849,2,6,1985
58336,2,8,1993
52483,2,8,1983
56406,1,11,1994
47557,1,4,1976
46208,1,8,1980
30016,1,8,1988
91725,1,9,1982
13575,2,11,1983
47060,2,11,1984
80784,1,3,1986
56863,2,8,1984
66926,2,4,1974
10730,1,3,1975
98257,2,5,1976
76164,2,4,1990
60577,1,4,1983
11371,1,9,1989
19964,1,6,1992
99513,1,2,1977
27091,2,5,1981
32051,2,12,1983
20303,2,9,1989
25970,2,10,1984
35760,1,7,1990
44854,2,10,1973
51387,1,5,1979
26840,1,10,1983
97292,2,4,1990
80744,1,2,1987
37922,2,7,1991
31972,1,1,1993
96273,2,8,1994
88416,2,9,1977
57981,2,2,1983
36950,2,8,1985
89381,2,1,1988
24402,2,6,1989
94542,1,10,1991
34877,1,5,1984
42030,2,9,1984
90857,2,10,1981
80244,2,8,1983
20484,2,1,1990
67687,1,9,1979
58013,1,4,1979
55511,1,10,1980
98388,2,4,1986
80026,1,10,1987
22742,1,1,1979
64019,2,9,1980
59442,1,10,1979
31287,1,8,1980
50466,1,9,1982
78925,2,11,1984
30233,2,12,1985
54136,2,11,1979
99563,2,7,1981
56693,2,4,1983
10468,2,6,1984
94779,1,3,1973
41002,2,12,1981
69962,1,9,1981
29540,2,1,1989
59284,2,10,1979
46867,1,7,1984
61333,1,4,1989
35066,2,8,2002
27300,1,5,1977
40186,2,2,1980
69838,1,5,1981
53753,1,1,1985
65270,2,3,1995
58211,1,5,1995
18509,1,3,1997
84844,1,6,1979
82423,1,10,1985
52342,2,7,1988
34557,1,9,1990
97872,1,12,1994
84468,2,12,1994
86606,2,7,1979
17789,1,9,1984
34513,1,10,2002
39248,1,2,1992
43172,2,10,1974
10326,2,6,1977
28264,2,3,1988
51752,2,4,1992
74567,1,6,1984
99928,2,2,1988
60002,1,12,1983
65736,2,6,1990
54619,1,6,1992
27623,2,1,1982
69192,1,3,1989
12197,1,9,1976
57326,2,4,1982
45093,2,6,1981
58946,2,11,1990
11136,2,7,1992
12249,1,7,1993
56898,1,4,1978
55476,2,6,1981
17522,2,5,1982
66746,2,12,1987
69501,2,11,1990
40128,1,8,1980
87327,2,1,1985
93075,1,5,1979
74720,2,7,1983
73162,1,8,1981
80373,2,6,1985
45843,2,11,1988
31208,1,9,1983
78518,1,12,1985
53466,1,7,1987
91202,1,3,1978
78716,2,8,1979
90675,1,10,1980
23567,2,8,1982
19988,2,1,1989
80511,2,2,1980
42491,2,7,1983
94286,2,3,1985
98125,1,4,1996
61051,1,10,1976
46048,2,11,2002
38071,2,11,1989
72074,2,7,1991
46283,1,1,1981
36920,1,7,1982
81183,2,5,1984
10597,2,9,1988
34680,2,4,1980
43987,2,6,1981
77143,2,11,1983
78857,2,6,1985
88989,1,3,1982
80757,1,10,1988
35922,1,2,1993
62600,1,11,1985
45538,1,4,1998
24298,2,6,1981
98430,2,9,1982
75650,1,3,1985
92894,2,6,1986
55481,1,1,1992
68134,2,8,1996
55131,1,9,1982
91222,2,7,1989
57206,2,3,1978
35623,2,1,1979
88210,2,11,1981
41511,2,7,1983
67863,2,7,1983
23473,1,10,1987
28881,1,10,1974
69154,2,8,1975
63379,2,10,1979
44712,1,3,1989
97948,1,11,1973
35067,1,7,1979
95231,2,11,1983
98045,2,3,1985
49267,2,5,1986
25429,1,2,1989
72982,1,8,1985
39010,1,11,1987
16252,2,9,1992
78901,2,11,1981
20848,2,9,1987
99448,1,7,1999
66947,2,10,2002
67435,1,10,1988
28924,2,2,1993
21303,1,2,1994
83856,1,11,1978
88332,2,12,1985
14469,1,5,1973
41476,1,2,1977
91204,2,6,1987
17576,1,2,1991
60933,2,4,1979
17418,2,7,1984
56361,1,12,1988
72466,1,3,1973
66521,2,3,1979
44787,1,2,1984
16704,1,6,1986
72775,2,10,1987
31784,2,8,1980
47983,1,12,1982
96984,2,9,1993
32804,2,3,1974
87597,1,9,1978
77325,2,7,1983
51276,2,6,1978
95025,2,1,1982
42586,2,2,1991
49589,2,3,1993
60062,1,4,1994
80547,1,4,1989
29662,1,6,1997
31245,2,8,1980
89084,2,6,1985
57661,2,8,1986
53394,1,10,1988
97882,2,7,1991
92375,2,3,1976
89518,2,7,1977
38749,1,6,1981
45311,2,2,1976
99884,2,1,1978
22250,1,9,1978
16435,2,7,1980
50585,2,2,1989
64988,2,7,1993
72182,2,9,1982
29591,2,12,1983
53326,2,3,1985
32556,2,2,1988
48220,2,7,1989
63434,2,11,1990
13033,1,11,1981
97868,2,4,1986
40493,1,8,1992
66976,2,12,1993
68298,2,1,1977
53312,2,6,1982
63321,1,10,1978
94937,2,8,1990
89427,1,6,1979
51922,2,12,1981
57503,2,10,1982
35042,1,11,1984
13019,1,12,1997
44247,1,1,1979
22659,1,8,1985
39525,1,12,1986
83879,1,4,1980
11266,1,1,1986
70004,1,1,1988
77107,2,8,1988
94873,1,9,1993
82484,1,4,1997
89610,1,10,1985
94380,2,11,1983
93852,2,6,1990
47201,1,8,1992
97580,2,12,1988
18371,2,1,1984
54833,1,9,1981
99622,1,11,1978
32203,1,5,1983
21688,2,8,1989
17371,2,6,1993
23586,1,4,1996
98661,2,12,2000
62810,2,2,1986
73948,2,7,1995
86143,2,4,1997
32053,2,9,1998
42283,2,7,1993
80040,2,5,1995
14476,2,12,1983
45822,1,5,1988
27821,2,9,1990
59524,2,9,1978
48643,NA,NA,NA
10181,NA,NA,NA
86836,1,8,1983
40583,1,6,2000
58715,1,5,1998
56865,1,5,1977
97751,1,10,1984
19987,2,9,1979
84530,2,12,1984
62675,2,7,1986
35304,2,9,1977
76115,2,2,1983
40724,2,7,1991
18929,1,5,1978
26867,2,3,1983
14914,1,10,1985
99175,1,12,1976
89198,2,7,1997
95701,1,5,1981
55630,2,7,1984
57465,1,8,1999
40959,2,2,1991
81271,1,7,1979
79271,1,11,1980
30529,2,5,1983
92270,2,3,1981
15613,2,5,1984
53679,2,4,1988
63636,2,3,1981
77822,1,4,1975
15918,1,12,1976
22378,2,10,1979
34928,2,12,1980
58896,1,12,1981
18565,1,10,1978
67599,1,12,1981
56596,1,2,1981
42805,2,9,1989
29225,1,8,1993
15649,1,12,1994
57848,2,6,2000
98766,1,9,1980
24630,1,9,1974
65599,1,12,1977
46514,2,4,1981
96099,2,1,1985
40421,2,3,1991
39884,1,12,1987
28989,1,8,1998
18225,1,1,2003
50777,1,9,1987
25977,2,7,1993
46197,1,10,1987
72077,2,10,1995
40918,1,4,1993
75022,2,11,1979
74049,1,8,1982
78261,1,2,1980
51690,2,6,1981
43201,2,4,1989
17668,1,10,1990
11235,2,3,1992
21033,2,12,1979
12200,1,5,1984
87536,1,11,1992
50416,1,1,1980
33195,2,7,1982
62730,2,11,1986
38016,1,8,1973
82814,1,12,1974
92787,2,10,1981
48273,1,10,1983
31069,2,7,1977
82643,1,9,1981
40318,1,8,1983
43218,1,6,1976
13694,2,5,1977
26739,1,8,1979
40896,1,9,1976
41123,2,12,1979
99209,2,7,1981
46529,2,12,1986
30630,1,5,1990
93109,1,6,1982
82303,2,7,1988
93229,2,10,1994
94079,1,10,1992
45293,2,4,1980
41019,2,2,1985
20046,2,3,1983
98097,1,4,1998
10772,1,3,1985
78799,2,3,1986
78736,2,11,1987
10585,1,12,1978
67066,1,11,1985
15024,1,7,1975
98459,1,3,1978
17370,2,8,1984
33862,2,11,1989
95305,1,12,1976
51498,1,6,1994
83838,1,8,1998
40616,1,10,1984
44533,2,8,1989
18414,1,5,1977
80228,2,12,1982
86266,1,10,1984
19605,1,12,1985
90089,1,6,1974
64189,1,2,1978
15604,2,12,1982
94984,1,11,1990
23442,1,11,1990
44628,2,8,1996
33999,1,12,1984
64674,1,3,1989
51070,1,6,1987
26170,1,9,1988
47071,2,12,1990
72095,1,3,1993
87376,2,6,1998
60890,2,12,2000
49690,2,11,1979
85482,1,1,1995
57852,2,12,1987
98064,2,6,1991
23644,2,6,1994
38831,2,6,1981
65752,1,10,1982
69267,2,5,1987
61245,1,10,1991
50775,1,2,1973
38896,2,11,1974
79392,1,4,1976
16744,2,7,1979
58565,2,10,1982
85886,1,2,1996
45004,2,1,1980
91871,2,5,1981
54875,2,8,1982
21680,2,7,1984
63834,1,3,1986
95916,2,1,1988
47870,1,11,1997
16401,2,11,1997
49469,NA,NA,NA
55484,NA,NA,NA
54516,NA,NA,NA
69980,2,6,1993
77769,1,11,1995
65570,1,8,1984
23274,2,10,1986
40413,2,5,1988
65875,1,7,1990
51888,2,9,1996
20400,1,6,1995
65316,1,6,1996
68873,1,9,1998
63827,2,8,1974
27044,1,4,1977
70181,2,3,1979
21987,2,11,1980
64953,1,11,1981
10215,1,8,1984
81050,2,10,1987
12119,1,1,1990
90098,1,2,1977
41642,1,8,1981
83472,1,1,1986
62076,1,1,1992
84669,2,10,1988
70039,1,1,1991
14105,1,2,1993
36080,1,4,1980
63129,2,11,1984
79078,1,12,1989
63215,2,12,1975
85548,2,12,1978
76976,1,8,1983
49673,1,11,1985
24877,1,10,1985
29864,2,2,1987
70545,1,1,1975
15948,2,2,1976
53075,2,4,1977
49485,1,11,1979
57091,2,8,1976
47100,2,12,1977
23701,1,10,1976
58986,1,4,1979
55898,2,3,1980
15937,2,4,1981
19331,1,4,1982
39264,1,9,1997
98594,2,7,2000
32530,2,5,1983
38716,2,12,1986
31624,2,5,1991
88292,1,3,1977
29510,2,11,1978
54763,1,12,1977
40090,2,4,1979
56073,1,8,1980
80801,2,11,1980
22886,1,7,1988
90714,1,5,1978
69646,2,6,1982
62366,2,10,1978
29018,1,4,1980
22902,2,11,1990
85554,2,3,1994
31062,2,7,1998
32726,1,11,2001
62705,2,8,1988
95295,2,1,1978
15446,2,12,1978
99076,2,11,1979
81111,2,6,1983
57833,1,12,1984
40630,1,12,1986
89392,1,3,1990
37332,1,10,1979
85050,1,9,1987
68884,2,5,1985
13254,2,8,1988
65197,1,1,1987
65407,2,7,1991
93953,1,10,1981
29154,1,12,1983
75661,2,3,1988
47110,1,3,1980
38741,2,7,1983
40306,1,5,1991
54198,1,2,1976
67459,1,5,1991
80580,2,10,1978
66909,2,11,1979
49695,2,11,1982
25559,2,4,1993
18687,2,3,1980
32627,2,5,1987
66368,1,1,1993
85307,2,9,1983
26425,1,6,1988
31036,2,10,1995
66203,2,8,1999
25383,2,7,2002
55369,2,3,1978
56872,1,7,1981
45873,1,8,1983
83462,1,3,1975
51974,1,8,1976
51136,2,1,1986
51521,2,11,1988
53228,2,3,1981
39388,2,3,1985
99710,2,9,1978
25738,2,9,1982
22675,2,1,1985
50971,1,12,1978
65528,1,5,1995
25080,1,5,1995
25543,2,5,1982
83739,2,6,1986
16147,1,7,1993
64425,2,1,1983
53531,2,12,1980
72662,1,11,1989
22558,2,4,1991
81268,2,3,1996
89213,2,7,1983
15947,2,9,1990
45535,1,1,2003
64093,2,12,1976
71687,1,2,1978
54966,1,11,1981
65931,1,10,1986
78583,1,8,1988
39878,1,11,1994
21822,1,12,1999
54179,1,6,1982
94315,1,2,1984
93688,1,2,1986
91824,2,8,1989
45682,2,11,1990
53732,1,9,1996
12791,1,8,1982
25912,2,1,1989
51873,2,10,1986
93164,2,8,1981
34958,1,11,1983
64364,2,6,1985
76122,1,6,1976
56318,2,5,1986
88974,2,9,1976
66649,1,4,1985
86736,1,5,1990
60479,1,2,1979
59964,1,3,1981
91461,2,7,1982
58552,2,11,1987
70136,1,10,1988
92189,2,12,1990
63211,1,7,1979
17772,2,2,1988
23726,1,10,2006
40784,2,12,1978
66332,2,12,1987
36040,1,3,2000
62206,2,3,1979
45508,1,2,1980
76216,2,12,1981
69484,2,12,1982
36554,1,2,1986
48502,2,1,1984
80213,2,6,2000
67712,1,9,1976
19726,2,1,1977
59176,2,9,1979
84598,1,6,1977
82349,1,12,1983
93326,1,7,1974
30830,1,7,1975
35604,2,9,1980
51450,2,7,1979
20424,2,10,1983
67022,1,3,1989
87535,1,12,1980
35728,2,11,1986
79832,2,9,1976
34665,1,1,1982
66593,1,8,1982
17719,1,6,1985
79350,1,6,1980
75427,2,5,1981
24856,1,3,1988
43897,1,2,1989
36282,2,9,1983
52577,1,8,1986
29533,1,1,1999
56765,2,7,1973
79055,2,12,1974
37012,2,7,1976
22904,2,6,1980
13803,2,9,1977
58943,1,6,1980
16393,2,4,1982
21126,2,7,1975
97894,2,2,1980
40598,1,10,1980
31920,1,9,1994
36314,1,12,1981
21034,2,10,1986
78501,2,3,1992
56882,1,10,1991
58727,2,11,1992
36288,2,1,1981
75290,1,4,1986
65369,1,2,1988
17516,1,5,1980
96254,2,11,1989
53744,2,1,1992
23508,1,6,1976
88108,2,12,1975
83639,2,9,1977
80366,1,7,1982
36010,2,2,1978
74855,1,9,1981
34550,2,4,1989
13246,2,8,1995
70049,2,1,1997
72588,2,7,1987
79073,1,6,1979
29660,1,6,1984
63179,2,3,1984
85840,1,4,1985
23808,1,11,1982
74381,2,9,2005
80193,2,2,1982
69733,1,11,1984
18696,1,11,1984
42746,2,3,1986
47345,1,1,1975
69583,1,1,1984
11165,1,9,1990
51882,2,10,1995
46688,1,3,1988
26241,1,1,1986
52373,1,3,1987
94230,2,2,1989
30864,1,5,1978
85903,2,3,1983
44033,1,2,1981
62972,1,4,1984
25510,1,5,1987
52876,1,10,1989
77372,2,1,1997
53402,2,4,1977
69978,2,8,1978
90927,2,9,1982
38290,1,7,1985
30296,1,10,1986
16902,2,1,1988
74739,2,11,1985
15221,1,11,1980
63189,2,2,1991
49459,2,8,1984
13514,1,8,1986
38517,1,7,1989
11722,1,1,1988
45702,1,9,1993
86883,2,9,1987
63175,1,1,1995
84946,1,5,1989
87164,2,5,1993
66661,2,9,2005
59249,2,7,1985
14034,1,9,1988
76739,2,3,1990
37961,1,6,1996
97136,2,10,1998
33190,1,9,1981
82482,2,6,1994
60336,1,7,1979
57547,1,7,1980
15530,2,3,1986
31351,1,1,1989
57530,2,12,1991
96211,2,1,1985
13658,1,8,1988
88805,2,11,1979
28478,1,12,1984
89561,1,4,1976
25588,2,6,1980
24744,1,11,1981
99425,2,11,1985
80915,1,8,1985
91082,2,11,1976
88123,2,11,1978
58904,2,2,1986
41688,2,2,1986
57234,1,3,1989
48903,1,3,1996
71797,2,11,1999
11157,2,10,1979
82061,2,11,1981
63452,2,12,1982
22350,1,12,1982
35561,1,8,1984
75375,2,11,1982
35173,1,12,1989
78929,2,11,1979
90660,1,5,1987
35610,1,4,1989
71984,2,12,1978
57849,1,5,1981
15126,1,7,1984
12879,2,1,1976
78813,2,8,1978
12078,1,9,1979
39325,2,10,1982
36150,2,11,1983
56656,1,10,1984
47721,1,11,1987
60907,1,1,1990
18380,1,6,1978
37611,2,2,1983
99276,2,9,1985
73392,1,12,1986
35165,2,4,1982
30548,2,7,1983
13995,2,6,1986
79328,2,9,1979
45232,1,12,1980
30816,1,11,1981
75766,2,9,1987
58868,2,5,1975
19641,1,7,1976
76850,1,12,1974
39358,1,4,1976
20160,2,4,1977
51448,1,10,1988
62704,1,2,1986
17283,1,12,1983
52046,2,5,1985
75851,2,12,1980
20107,1,11,1986
25000,1,11,1987
35050,2,12,1974
28009,1,7,1983
99360,2,11,1981
30869,2,7,1986
84642,1,6,1989
41294,2,11,1981
23736,2,5,1985
19899,2,7,1984
57423,1,1,1984
74304,1,11,1986
13357,1,2,1983
42032,2,11,1984
18593,1,1,1981
13635,1,11,1981
17761,1,11,1984
20647,1,11,1981
13097,1,7,1984
73446,1,11,1987
69429,1,3,1989
92777,1,6,1982
73941,1,7,1985
95709,1,5,1974
40972,1,1,1978
17684,2,3,1982
95385,1,4,1984
94591,2,8,1982
64006,1,2,1987
22389,1,4,1980
60751,2,1,1984
70097,1,3,1986
88788,2,4,1988
80451,2,3,1983
30458,1,4,1985
86075,2,7,1989
50428,1,5,1981
98344,2,10,1982
86491,1,8,1986
44036,2,6,1979
71704,1,8,1983
70801,2,4,1997
66857,2,4,2004
23497,1,6,1984
35801,2,8,1986
42585,1,5,1977
76106,1,12,1979
56172,1,12,1981
43253,2,7,1987
31227,1,9,1982
91215,2,3,1986
91741,1,10,1980
49768,2,5,1983
74741,1,2,1987
25624,2,8,1988
56075,2,1,1981
12587,2,4,1983
82749,1,1,1985
39376,2,5,1988
73156,1,5,1988
31143,2,2,1985
59979,1,7,1987
23992,2,7,1987
82872,2,10,1979
33707,1,12,1981
62845,1,8,1974
39391,1,12,1976
59159,1,11,1978
21083,1,3,1980
80409,1,4,1982
67341,1,12,1985
62091,2,6,1982
82375,2,6,1984
90902,1,9,1988
31545,2,1,1990
72581,2,8,1978
62886,2,3,1981
91428,2,10,1980
83984,2,11,1984
35551,2,11,1985
32210,2,7,1989
77376,2,7,1983
49679,2,12,1986
95020,2,10,1981
94177,2,3,1985
52606,1,7,1977
40811,2,8,1978
88090,1,3,1987
83805,1,3,1987
66469,1,3,1988
54536,2,2,1980
44317,1,5,1982
35614,1,10,1974
50973,1,9,1978
95715,2,12,1983
44672,1,8,1972
81184,1,12,1973
86285,2,10,1981
24003,1,6,1982
87011,1,10,1987
39084,1,8,1989
80217,1,4,1991
26132,1,1,1997
21608,1,8,2002
73870,1,10,1991
39467,2,9,1993
86664,2,10,1984
39989,1,9,1999
51977,1,3,1989
22990,2,9,1979
15908,2,1,1986
97179,1,3,1991
40974,2,10,1977
63343,1,4,1985
51651,2,6,1991
95200,2,8,1979
88831,2,11,1981
57603,1,9,1986
72787,1,11,1992
81689,1,6,1997
39601,1,8,1979
23782,2,4,1980
71752,2,8,1984
47735,1,7,1990
27888,2,6,1984
85330,1,6,1987
11859,2,5,1987
25085,1,12,1990
50737,2,5,1983
72620,2,4,1991
27092,2,10,1993
23662,1,2,1980
72282,1,10,1985
84143,NA,NA,NA
39470,NA,NA,NA
17554,NA,NA,NA
13316,NA,NA,NA
51772,1,5,1977
95032,2,1,1981
94071,2,12,1993
83094,2,11,1980
38250,1,2,1982
98639,2,6,1986
44342,1,11,1982
45372,1,6,1985
96139,1,6,1988
88652,1,2,1979
17624,1,12,1981
15999,1,4,1984
13013,2,10,1976
70341,2,10,1981
76824,2,6,1990
78455,2,8,1980
13131,2,10,1987
18819,1,3,1991
60071,1,5,1978
44512,2,10,1983
49501,2,7,1989
41627,1,3,1983
83415,2,11,1988
74728,2,6,1990
61563,1,9,1991
61670,2,5,1996
11877,1,9,1980
29818,1,1,1988
18445,2,6,1989
82521,2,3,1992
72130,2,10,1993
69740,2,12,1995
98130,1,6,1998
56817,2,9,1981
59530,2,3,1984
47755,1,3,1997
41255,1,7,1982
62312,1,5,1989
88136,2,2,1989
79765,2,7,1990
70805,1,8,1979
37989,1,12,2002
46898,2,6,1983
90511,1,11,1976
15047,2,9,1987
48918,2,5,1993
47405,1,9,1982
51370,2,2,1996
73447,2,6,1981
42177,1,8,1987
79065,1,6,1995
32419,1,5,1999
97529,2,11,1978
87147,2,5,1988
84203,1,7,1984
26173,2,3,1987
24070,1,10,1988
16473,2,1,1981
97502,1,8,1983
76152,2,9,1986
46164,1,4,1989
47637,1,8,1982
55500,2,3,1984
11566,2,4,1979
91641,1,9,1980
53984,1,12,1982
62047,1,6,1986
43465,2,1,1980
26541,2,4,1987
48148,2,4,1988
76530,2,9,1995
24938,2,7,1997
36747,2,5,1985
66612,1,9,1996
63847,1,12,1983
61918,2,2,1989
25944,1,7,1981
44470,2,8,1983
90400,1,2,1981
76539,1,4,1978
57066,1,2,1981
17836,1,12,1979
47392,1,2,2000
12126,1,8,1987
46918,1,3,1994
63767,2,8,1987
98278,1,4,1989
70625,1,2,1979
99724,2,8,1981
85758,1,2,1978
29608,1,7,1983
70423,1,7,1988
78695,2,12,1982
41263,2,1,1984
29991,1,6,1986
37877,1,7,1989
17972,2,3,1991
67233,2,8,1982
42333,1,9,1984
24860,2,4,1992
77656,1,1,1986
84355,2,10,2005
83730,2,4,1982
24971,1,4,1988
33834,1,1,1975
39447,1,8,1976
94760,1,11,1978
16653,2,7,1990
18730,2,8,1979
63338,2,2,1981
76079,1,3,1991
99706,2,11,1997
27727,2,11,1978
85249,2,3,1980
30334,1,11,1985
33077,2,6,1988
13959,1,10,1981
70796,1,11,1986
84738,2,7,1985
86232,2,12,1986
19708,2,4,1993
83103,1,10,1994
15320,2,7,1976
83505,2,3,1985
10250,1,7,1997
39975,1,5,2000
77850,1,7,1972
36153,2,1,1974
18356,1,11,1977
62974,2,6,1982
60191,1,7,1986
66282,2,4,1995
74737,2,7,1981
65317,2,7,1982
77219,2,1,1996
10737,2,7,1989
95132,1,9,1991
34112,1,9,1994
89533,2,8,1989
99703,1,11,1992
86964,1,12,1994
63002,2,4,1980
72262,2,6,1981
30430,2,4,1983
98770,2,8,1981
65588,1,8,1984
95828,1,10,1985
10253,1,4,1988
74530,1,1,1993
72709,1,11,1997
59507,2,5,2002
64263,2,9,1982
63361,2,9,1982
29493,2,10,1985
71327,2,3,1990
32765,2,6,1992
41509,2,4,1978
65363,2,3,1979
27065,1,3,1980
81335,1,7,1981
28177,2,8,1983
40230,2,10,1984
21467,2,7,1978
52681,2,5,1985
41310,2,3,1990
63275,2,1,1997
58790,1,11,1975
52315,2,6,1991
68910,1,5,1993
49068,1,5,1985
12407,1,6,1986
15901,1,10,1989
59597,2,5,1998
67796,1,12,1999
84699,1,11,1990
29328,1,9,1993
77710,2,9,1985
55540,1,11,1992
77378,2,3,1999
71749,1,9,1985
77035,1,2,1994
52081,2,5,1998
96033,1,3,1980
79180,2,4,1988
90641,1,4,1986
59509,2,11,1990
44427,1,1,1990
13405,2,11,1998
31422,1,7,1990
53150,1,12,1993
84755,1,9,1999
24811,1,11,2000
53537,2,9,1975
84160,2,12,1976
62619,1,8,1978
74536,1,10,1979
76397,1,7,1980
25467,2,6,1987
47929,2,4,1983
80490,1,1,1987
39125,1,3,1980
57643,2,7,1981
34611,2,5,1983
58432,1,7,1987
83718,1,10,1980
38929,2,1,1984
92249,1,11,1987
37491,1,9,1981
94002,1,7,1990
37331,2,6,1987
17811,2,8,1988
39654,2,8,1991
99890,2,10,1995
76020,1,6,1986
57443,1,2,1989
53101,2,9,1976
70870,1,12,1977
84813,2,11,1984
71755,2,8,1988
10626,2,7,1979
80609,2,9,1985
44743,1,12,1981
80733,1,10,1986
61771,1,11,2000
13313,1,8,1991
84027,1,5,1994
68518,1,12,1982
84386,2,9,1985
80858,1,12,1985
31230,1,4,1987
85956,2,5,1992
82517,2,4,1998
98519,2,5,1982
28149,2,9,1983
47157,2,6,1986
23953,2,4,1989
68997,2,10,1991
88716,2,9,1979
79092,NA,NA,NA
54526,NA,NA,NA
57972,1,8,1980
29402,2,3,1982
10756,1,4,1987
80102,2,12,1982
81782,2,11,1983
73200,1,12,1984
31249,1,5,1982
80766,1,12,1992
33563,2,6,1997
87136,2,7,1978
49615,1,11,1982
81779,2,1,1987
13824,2,3,1989
16250,2,11,1990
24807,2,1,1992
56484,2,8,1996
77322,1,12,1975
52021,2,8,1994
29913,2,9,1981
26399,1,6,1987
31247,1,11,1993
32218,2,4,1986
98744,2,3,1988
74677,2,9,1979
98889,1,9,1983
21698,2,1,1984
85456,2,10,1986
96783,1,10,1989
42500,1,11,1977
16558,NA,NA,NA
25301,NA,NA,NA
64832,NA,NA,NA
12849,NA,NA,NA
75900,1,12,1983
79491,2,7,1985
25634,2,11,1988
99990,2,8,1992
20588,1,11,1980
28479,2,5,1987
20827,1,9,1988
27216,2,9,1977
24212,2,12,1980
86035,1,10,1983
42976,2,7,1977
47470,2,5,1975
73144,2,5,1976
22784,1,8,1979
42243,1,1,1983
34435,1,11,1986
98579,2,8,1984
61932,2,11,1985
86506,2,6,1983
92011,2,12,1989
52823,NA,NA,NA
19444,NA,NA,NA
30061,2,10,1985
18698,1,7,1984
75239,1,3,1988
44355,2,8,1984
73924,2,10,1983
59815,1,9,1987
48941,2,12,1981
68740,2,5,1985
19528,2,6,1988
61179,2,5,1990
95567,1,7,1984
98888,2,12,1986
82050,1,7,1983
94982,1,4,1985
96301,2,9,1988
63060,1,8,1978
14982,2,1,1976
34816,2,2,1978
53084,1,10,1979
93564,2,1,1983
33175,1,2,1984
85834,1,6,1989
12800,1,10,2004
47481,2,7,1980
62896,2,2,1985
99645,1,9,1999
38238,2,4,2003
49967,1,4,1979
79237,2,5,1984
66186,2,7,1975
34444,1,8,1976
38362,1,2,1978
32266,1,10,1984
22720,2,9,1988
76541,2,6,1981
24131,1,8,1984
30179,2,5,1980
72249,2,3,1981
97398,1,2,1993
96431,1,9,1978
13128,1,8,1987
26719,1,8,1987
39082,2,6,1976
16812,2,11,1977
58901,2,2,1979
32741,1,2,1980
18908,2,12,1981
67896,2,1,1985
80302,1,10,1989
17208,1,10,1991
98520,2,2,1978
11432,2,1,1986
27118,2,9,1986
66462,2,6,1989
20690,1,8,1979
17839,2,3,1982
20958,2,3,1983
46070,2,9,1986
64136,1,9,1992
81127,1,9,1985
38381,1,6,1987
54575,2,8,1989
69997,1,12,1979
44641,1,11,1980
98880,1,12,1986
63086,1,6,1990
74443,1,7,1991
55541,1,11,1994
94364,1,3,1978
29167,1,8,1980
95246,1,4,1984
77257,1,7,1988
65682,1,11,1977
39683,2,11,1980
36632,1,4,1982
84927,2,10,1991
57394,1,2,1994
33224,2,5,1978
73669,1,11,1974
46059,2,12,1979
17945,2,5,1982
90213,2,11,1974
84465,2,6,1976
83968,2,3,1985
65263,1,7,1986
44434,2,12,1987
88799,1,9,1981
73367,1,1,1990
84811,2,6,1997
32214,2,4,1986
86612,2,4,1986
62044,1,6,1983
46662,1,2,1985
52528,2,5,1976
21518,1,3,1980
48725,1,10,1981
43692,1,12,1998
90331,2,6,1986
66856,2,8,1986
35944,2,2,1988
86833,2,6,1995
97285,1,2,1975
12037,1,2,1985
74313,1,8,1978
82811,1,10,1979
17766,2,9,1981
60953,1,7,1981
39204,1,5,1983
30242,2,9,1985
90571,1,2,1997
27447,1,8,1979
74086,2,6,1981
99348,2,9,1978
91247,2,6,1983
93385,1,5,1993
82981,2,6,1994
57857,1,12,1975
34129,1,11,1977
36042,1,6,1985
79252,1,4,1984
48286,2,7,1985
35915,2,11,1987
18762,2,9,1980
34651,1,10,1987
56460,1,4,1986
50479,2,8,1991
83632,1,3,1991
93441,1,11,1984
31851,2,7,1986
75485,1,7,1983
17926,1,2,1986
73459,1,4,1990
18957,2,5,1994
35418,2,9,1982
39424,2,5,1989
44052,1,12,1983
11734,1,9,1985
63902,1,2,1990
76533,1,2,1976
18058,1,1,1982
46248,1,12,1975
59882,1,3,1977
71956,2,6,1980
19718,1,6,1991
79934,1,8,1995
62765,1,3,1988
43939,1,12,1978
55779,2,6,1984
91111,1,12,1988
39872,1,6,1991
18827,2,6,1992
51294,2,3,1994
92142,2,11,1974
12189,2,10,1984
86164,2,7,1974
62504,1,1,1976
77889,2,1,1976
13383,2,5,1980
83086,2,2,1977
64197,2,6,1982
64461,1,8,1989
96252,2,4,1992
72030,2,7,1998
30985,1,8,1988
13084,1,11,1994
44941,1,8,1987
73837,1,12,1979
29220,1,5,1982
27820,2,12,1985
61996,2,5,1979
87978,2,3,1984
55008,1,8,1980
90618,2,7,1984
91618,2,5,1986
97323,2,4,1988
46418,2,12,1981
50121,2,4,1986
70323,1,8,1988
83577,2,11,1992
90689,1,8,1986
