CPUBID,CSEX,CMOB,CYRB
79602,1,5,1994
78239,2,1,1984
16942,1,1,1987
55367,1,6,1990
68496,1,7,1975
69287,1,6,1989
30716,2,3,1990
49352,2,4,1996
99324,1,1,1981
40455,2,7,1991
84660,2,12,1993
84197,1,10,1990
41869,1,2,1993
96412,1,8,1986
75149,1,3,1975
57723,1,5,1977
76148,1,6,1984
42638,2,5,1992
75385,2,8,1991
39013,1,6,1995
70135,1,9,2002
89980,2,1,1982
20892,1,1,1985
76088,1,10,1988
44441,2,1,1993
61289,2,5,1997
92102,1,3,1982
51342,2,4,1990
55473,1,5,1981
33262,1,7,1989
27158,1,11,1991
51976,2,2,1978
73391,2,6,1989
19877,1,12,1986
47394,2,6,1989
68331,2,2,1980
62369,2,10,1987
32797,1,1,1991
68137,1,6,1991
71651,1,11,1974
53823,2,8,1976
38304,2,9,1977
74955,2,5,1979
90907,2,5,1980
58314,2,2,1982
31493,1,10,1980
65466,2,4,1985
89295,1,10,1983
14261,1,10,1986
83323,1,10,2003
27204,1,8,2006
20077,2,1,2008
70076,1,4,1979
45384,2,4,1980
23136,1,5,1985
43747,2,5,1985
46902,1,7,1996
35624,1,2,1994
42264,2,1,1996
68844,1,6,1979
50987,2,4,1985
53100,1,4,1982
16225,1,7,1990
12055,1,11,1991
15670,1,3,1994
90336,2,12,1979
17510,1,2,1983
33575,1,10,1984
23265,2,1,1990
32612,1,2,2003
12771,1,1,1983
76445,2,3,1986
24623,1,4,1988
55834,1,2,1992
72738,2,2,1984
20934,2,2,1987
71432,1,5,1990
84278,1,2,1997
89801,1,4,2000
70408,2,8,2002
52321,2,4,1993
45629,2,10,1990
11805,1,12,1992
37252,2,12,1983
97917,1,8,1986
61576,1,4,1985
26620,2,7,1987
10671,2,5,1991
29917,2,10,1993
65943,1,1,1995
64959,1,11,1977
73121,1,10,1980
35099,2,11,1984
55147,1,1,1988
52076,2,1,1990
63731,1,5,1978
93670,2,8,1980
57509,2,9,1989
43740,2,12,1990
60809,2,6,1998
94802,1,6,1981
26744,2,11,1985
16075,1,8,1980
69306,1,3,1986
93126,2,10,1982
27955,1,12,1984
52520,2,4,1989
22664,1,12,1991
30685,1,7,1981
26825,1,9,1984
13271,2,11,1987
48182,2,6,1989
81270,1,9,1981
85475,1,12,1987
21137,1,7,1990
46637,1,10,1993
90795,2,5,1995
80990,2,5,1987
70251,2,10,1988
73726,2,5,1990
76952,2,5,1985
50435,1,11,1995
58521,1,10,1989
25865,1,4,1992
23626,1,2,1999
15843,1,4,2002
53196,2,12,1982
27467,1,7,1984
60306,1,1,1987
93531,2,10,1984
24758,1,2,1987
95232,2,12,1983
23384,2,12,1987
82360,1,1,1981
76851,1,1,1977
55912,2,6,1982
26408,1,10,1978
50110,2,7,1980
71061,1,3,1989
88886,1,4,1990
61536,2,4,2004
29584,1,6,1988
23998,1,6,1977
84087,1,11,1980
42934,2,3,1986
78216,1,1,1991
38436,2,10,1993
80649,1,11,1987
48206,1,12,1991
83796,2,9,1983
44250,1,10,1984
36785,2,4,1988
76777,2,4,1991
37363,2,9,1984
56388,2,7,1988
47895,1,4,1991
52980,1,3,1994
13433,2,1,1999
51890,1,1,2003
43074,2,8,1983
19532,2,9,1987
83979,1,11,1978
87931,1,8,1984
90911,2,3,1982
71757,2,4,1983
38228,1,4,1985
54796,2,6,1986
75055,1,8,1986
95287,2,12,1989
43822,1,7,1999
56472,2,4,2001
68385,2,10,1992
58017,1,4,1995
18349,2,2,1983
58741,1,12,1985
28621,2,6,1987
25737,1,11,1979
12788,1,2,1982
16262,1,6,1984
14666,2,7,1985
36163,2,4,1983
74809,2,3,1985
57836,2,11,1987
29130,1,6,1983
82613,1,12,1984
39206,2,9,1988
46052,2,5,1993
93671,2,11,1988
94563,2,5,1990
13481,1,1,1992
62537,1,5,1978
81771,2,8,1981
80263,2,8,1988
38257,2,8,1980
66433,2,11,1982
66851,1,2,1988
43832,2,9,1992
46790,1,2,1995
78324,2,12,1997
65481,2,8,1999
50389,1,6,2003
92572,1,10,1991
46369,2,9,1995
51913,1,11,1999
57574,1,8,1992
64936,2,3,1991
25279,1,6,1993
47980,2,6,1996
24442,1,7,1981
87961,2,7,1996
83432,2,10,1992
32563,2,10,1989
80917,2,5,1993
20219,2,10,1994
37053,2,1,1996
38097,2,7,1995
21840,1,12,1997
86005,2,12,1997
89480,1,3,1990
42513,2,11,1992
12974,2,5,1991
42199,2,6,1994
36267,1,7,1985
96203,1,6,1987
14360,2,8,1989
66272,1,4,1991
23310,1,5,2003
47990,1,6,2008
30648,2,12,1992
27616,2,6,1996
71818,1,1,2000
21159,2,5,1992
96069,1,7,1994
62129,1,5,1986
30666,1,3,1989
53219,2,7,1993
32982,1,7,1994
82443,2,1,1997
67975,1,5,1998
24679,1,11,2000
75036,1,9,1994
60042,2,6,1998
34530,1,4,2005
45025,1,2,1990
83601,1,7,1977
53284,1,11,1981
70651,1,3,1989
71122,1,12,1984
70328,1,9,1989
61123,1,4,1984
54271,1,10,1989
42980,2,11,1992
92049,1,11,1989
52217,2,6,1992
27938,1,2,1986
31993,1,1,1988
11151,2,1,1996
45891,2,7,1975
27635,1,12,1977
35640,2,1,1976
14007,2,12,1988
94876,1,12,1989
15462,1,10,1998
28580,2,10,1983
64734,2,8,1989
14475,1,7,1984
30610,2,8,1986
35861,2,6,1989
89186,2,4,1992
32816,1,2,1982
26935,1,5,1983
27769,1,1,1986
77222,1,7,1980
20695,2,3,1982
33199,1,9,1986
84788,2,7,1982
99872,2,1,1985
30209,2,1,1985
69027,1,12,1989
56203,2,3,1979
37898,2,4,1980
47369,1,5,1984
45835,2,6,1980
76696,1,1,1987
71560,1,6,1988
83407,1,1,1981
95168,1,9,1986
92496,1,10,1990
30275,2,3,1977
39726,2,1,1980
70121,1,3,1983
28120,1,9,1985
50716,2,8,1989
97415,1,3,1992
36689,1,3,1994
64602,1,2,1978
79332,2,8,1981
63095,1,12,1988
34592,2,12,1990
43131,1,12,1996
14146,2,7,1990
88959,2,9,1991
61099,2,6,1993
22003,2,8,1994
80729,2,1,1997
51023,1,11,1999
57367,2,1,1975
33640,1,3,1977
90557,2,9,1990
29401,1,3,1989
25220,2,12,1990
44951,2,6,1992
39761,2,1,1994
31576,1,2,1979
44472,2,3,1985
79182,1,12,1987
93530,2,10,1989
83746,1,7,1981
80261,2,1,1991
47230,1,3,1994
70282,1,2,1981
95423,1,7,1992
73985,2,4,1978
83511,1,2,1980
24691,2,8,1986
31510,2,12,1994
57444,2,12,1981
69953,2,12,1982
63787,2,7,1987
22989,2,5,1986
37779,2,8,1993
83647,1,12,1980
16819,1,6,1983
74383,2,5,1987
65018,2,6,1989
68470,2,7,1991
43414,1,10,1996
87390,1,1,1993
51621,1,2,1988
28407,2,11,1989
90780,1,9,1987
32996,2,11,1989
68656,1,4,1998
88436,1,7,1976
85613,2,2,1978
43853,1,4,1980
51401,2,4,1981
96014,1,3,1985
39150,1,2,1984
56154,2,12,1986
96260,1,2,1990
76884,2,9,1992
30060,2,4,1982
83391,1,6,1974
44199,2,10,1984
98319,1,5,1987
97720,2,2,1986
23302,1,7,1989
83336,2,10,1983
33364,2,11,1985
55799,1,6,1988
58424,2,10,1992
64949,2,7,1993
25636,2,10,1995
78958,1,9,1994
93757,1,10,1997
88284,2,4,1992
46118,1,9,1994
32983,1,12,1989
65820,2,8,1991
92890,1,7,2002
54827,2,2,1979
35382,2,6,1982
93997,2,5,1983
77645,2,2,1997
78322,2,12,1990
87258,1,3,1997
25858,1,12,1979
54631,2,9,1982
29394,2,9,1982
15455,2,9,1986
37197,2,9,1983
30259,2,1,1990
78491,2,1,1986
87457,2,12,1988
29508,2,2,1984
74995,1,7,1998
80951,2,4,2000
26571,2,12,1978
59309,2,8,1982
98415,1,10,1984
80253,1,11,1987
59372,1,12,1992
99115,1,4,1997
82463,1,1,1989
32309,1,8,1985
49738,1,11,1989
58261,2,5,1991
67492,1,3,1997
92609,1,12,1988
35697,2,3,1991
62942,1,12,1997
97795,1,12,1997
27346,2,11,1996
18795,2,6,1998
22724,2,6,2000
90260,1,1,1989
75396,2,10,1991
20615,2,12,1981
57439,1,10,1985
66754,1,4,2003
46019,2,9,1992
84727,1,10,1995
73919,2,4,1983
89642,1,8,1985
99784,2,4,1981
43150,1,5,1982
68535,1,9,1983
13244,1,5,1985
50551,1,3,1989
46250,1,9,2004
37113,1,7,1976
93339,1,1,1981
78188,1,5,1989
75844,1,1,1986
97123,1,4,1988
30881,1,1,1990
45868,2,8,1985
79806,1,7,1990
65500,2,6,1991
20573,2,6,1995
99768,2,4,1981
18271,1,11,1985
94764,2,5,1990
79276,1,5,1993
73553,NA,NA,NA
29273,NA,NA,NA
56548,NA,NA,NA
46022,2,9,1980
89017,2,7,1982
33002,1,6,1984
71374,2,12,1980
42181,1,10,1982
74886,2,5,1984
75588,1,7,1992
76082,2,6,1998
80625,1,5,1987
84012,2,2,1989
24438,1,3,1998
27165,1,8,1991
31773,2,6,1994
47169,2,8,1996
63838,1,10,1984
99163,2,2,1990
58988,1,7,1982
65845,2,3,1983
51648,2,4,1984
55169,1,3,1990
74874,1,11,1990
44398,1,5,1985
81376,2,7,1987
95549,2,8,1982
83483,1,11,1984
25070,1,6,1982
27173,1,11,1988
97067,2,4,1987
28092,1,1,1980
10451,1,1,1987
13939,1,9,1993
32173,2,8,1999
69968,1,1,1979
77610,2,1,1983
74975,2,3,1973
36639,1,2,1975
51311,1,4,1977
68558,1,8,1979
44242,1,7,1980
62372,1,12,1987
51746,2,2,1986
28130,2,10,1990
77706,2,1,1985
22134,1,4,1986
49060,1,2,1989
33408,2,5,1992
18103,1,4,1991
99073,2,1,1993
79330,2,3,1995
20439,2,12,1997
93384,1,4,1986
59538,1,11,1994
95203,1,7,1991
87818,2,4,1994
50748,1,2,1996
13471,2,8,1982
75670,2,10,1984
79460,1,12,1988
98739,1,7,1987
31330,2,7,1992
74387,1,2,1984
53005,2,2,1986
63378,2,8,1987
69280,2,12,1991
27633,2,5,1982
61136,1,9,1990
10337,2,1,1992
44537,1,3,1983
54670,1,8,1984
71406,2,9,1986
96831,1,1,1988
52696,2,12,1989
87981,2,2,1978
87840,1,5,1980
89353,1,10,1983
57487,2,6,1986
12541,1,1,1989
45865,1,1,1991
91757,1,11,1981
37204,2,4,1986
98518,2,11,1982
87673,2,8,1984
81046,2,6,1999
40810,2,6,1988
92201,1,4,1992
18397,2,4,1993
78676,2,11,2005
63385,1,8,1994
39642,1,9,1997
89880,2,12,1994
73886,1,10,1997
70917,1,10,1997
55412,2,6,1992
90142,2,9,1996
12026,1,11,1999
60893,1,6,1986
86635,2,4,1992
42666,2,1,1987
18131,2,12,1989
67455,1,8,1995
88945,1,9,1991
41119,2,2,1995
76526,1,4,1985
14799,1,11,1986
49368,1,1,1991
36432,1,10,1982
15849,2,11,1984
22146,1,7,1986
94056,1,12,1994
68919,1,12,1996
58262,1,10,1998
43248,2,2,1994
14399,2,2,1996
22618,2,7,1998
42833,1,12,1980
87556,2,2,1987
56624,2,4,1986
44459,2,2,1991
11995,2,2,1986
94611,1,1,1988
58819,2,4,1981
53271,1,5,1991
65493,2,6,1995
81296,1,7,1989
84820,1,11,1992
88567,1,1,1991
93702,1,5,1994
86794,1,1,1990
87493,2,8,1992
70304,2,9,1986
37669,2,1,1982
72018,1,9,1995
48977,2,4,1984
81011,2,7,1987
86057,2,11,1988
62542,1,2,1978
15430,1,2,1987
54162,2,12,1993
84558,2,5,1995
43700,2,9,1979
35705,2,9,1989
57701,1,6,1991
25802,1,9,1978
74779,2,7,1980
78266,2,12,1982
81503,2,9,1989
84883,2,6,1994
71291,2,10,1997
54456,2,10,1997
99800,1,10,1986
44422,1,8,1988
61414,1,8,1985
49408,1,2,1992
75456,2,9,1977
87459,2,10,1979
49645,1,9,1981
58088,1,10,1982
98875,2,8,1982
26808,2,8,1983
77169,2,7,1986
81930,2,2,1976
91730,1,9,1980
49282,1,8,1984
18489,2,11,1987
56594,1,3,1988
71087,2,12,1992
45206,1,9,1989
85695,2,1,1997
88267,2,8,1978
61336,1,10,1984
16178,2,3,1973
22302,2,5,1975
40432,2,8,1979
31224,1,9,1977
14923,2,3,1980
53120,1,2,1982
75648,1,4,1996
48342,1,7,1980
14688,2,7,1990
42829,1,6,1979
97372,2,11,1980
78038,2,7,1983
67756,2,12,1993
19902,1,5,2003
19289,2,12,1989
30654,2,2,1997
84654,2,4,1993
72033,1,6,1996
29831,1,10,1989
97416,1,8,1992
99238,2,4,1995
87619,2,2,1980
13823,1,2,1980
97450,1,8,1992
13018,2,11,1985
72899,2,4,1991
28791,2,12,1979
45060,2,4,1982
18720,2,7,1986
95981,1,12,1989
30747,2,11,1984
43923,1,3,1991
69116,1,6,1996
19577,2,10,1973
45904,1,8,1976
82976,1,9,1982
76635,2,8,1982
43336,1,1,1987
94972,2,8,1989
79999,1,11,1981
76255,2,2,1985
19410,2,9,1985
29940,1,7,1981
64608,1,2,1983
68127,1,11,1986
34210,2,5,1997
80947,1,12,1987
20789,1,3,1992
37399,1,11,1993
19065,1,10,1995
33308,2,10,1984
68830,2,1,1989
75619,1,2,1991
33772,1,8,1978
24084,2,6,1983
17601,1,7,1996
27215,1,3,1980
96566,2,1,1990
12224,1,4,1992
73363,2,6,1975
21235,1,8,1978
92019,2,11,1982
20625,2,7,1982
92899,2,1,1986
13221,1,9,1978
74879,2,2,1980
16137,2,5,1982
99393,1,2,1989
58267,1,1,1988
53861,1,6,1981
45243,2,8,1982
13897,2,9,1983
84557,2,3,1985
25480,1,4,1989
72286,2,12,1994
81667,1,12,1996
97830,1,6,1980
86957,2,3,1982
42670,1,3,1983
43251,2,4,1995
23588,1,10,1982
58567,2,9,2000
43409,2,8,2004
92306,1,7,1986
36227,2,6,1991
66583,1,6,2000
25942,1,4,1979
31977,2,5,1982
55391,2,5,1981
90799,1,12,1984
37579,2,11,1989
22392,1,6,1991
56109,1,4,1993
53553,2,12,1997
17250,1,5,1983
61343,2,12,1992
62865,1,4,1997
24853,2,10,1988
86952,2,8,1990
33056,1,7,1990
56262,2,8,1992
58906,2,4,1985
15939,2,12,1986
80556,2,2,1991
80818,1,7,1989
90308,2,10,1991
84281,2,7,1998
14561,1,8,1984
35518,1,4,1985
74841,1,4,1987
60215,2,7,1989
78886,1,7,1985
44116,2,9,1989
55768,1,7,1996
64590,1,10,1997
37797,1,8,2000
73494,2,3,1982
67272,2,10,1983
99753,1,6,1992
69028,2,6,1993
36020,1,10,1983
37245,2,10,1986
23351,1,3,1989
76974,1,10,1980
72119,2,8,1985
65153,2,8,1979
84345,1,11,1982
71072,1,10,1997
69569,1,8,1990
64980,1,11,1992
97737,1,6,1994
18170,2,10,1985
73487,1,5,1987
47466,1,9,1981
28349,1,7,1983
57155,1,9,1988
49360,2,8,1990
68885,1,6,1983
40224,2,1,1985
34668,1,3,1996
78219,1,1,2000
86722,1,5,1978
75344,1,6,1982
55911,2,7,1984
37441,2,9,1982
44961,2,11,1983
31883,1,10,1989
62379,2,1,1995
42258,1,8,1984
26325,2,1,1987
54512,1,3,1984
35322,1,7,1989
85498,2,12,1991
21900,1,9,1988
16074,2,11,1991
70683,1,9,1978
93879,2,1,1981
47073,2,7,1994
44112,1,5,1998
25964,1,9,1994
22496,2,9,1983
35232,2,6,1985
29449,2,1,1977
99374,1,3,1988
50240,2,6,1993
61783,1,3,1994
56349,2,1,2001
33393,2,5,1995
61193,1,5,1981
89492,1,7,1982
81118,1,9,1980
54765,2,10,1985
77840,1,6,1985
36515,1,12,1982
55413,2,11,1979
17206,2,11,1980
49858,2,8,1983
97923,2,4,1980
14205,2,8,1983
66164,1,6,1988
59344,2,6,1990
58353,1,3,1981
46014,1,4,1983
43176,1,7,1985
37419,1,1,1991
27335,1,11,1988
81851,2,6,1991
19215,1,5,1980
56966,2,1,1984
31471,1,12,1994
39905,1,8,1979
57307,2,9,1982
83413,2,12,1990
22765,2,2,1992
36312,1,10,1980
25021,1,4,1984
52499,2,9,1978
58140,2,11,1980
69591,2,5,1984
43250,1,8,2001
99334,1,6,1985
30992,1,2,1989
37214,1,2,1984
41015,2,2,1986
14744,2,11,1991
69431,1,6,1999
10368,1,4,1975
64668,2,11,1977
90933,2,11,1980
99027,2,8,1983
78238,2,10,1989
27503,2,12,1985
21517,2,10,1987
39198,1,1,1990
90284,2,2,1991
72181,2,4,1987
99368,2,12,1988
99230,1,5,1990
50552,1,5,1994
86033,1,6,1996
10911,2,1,1985
65025,2,6,1989
89716,1,1,1988
29413,1,6,1991
53447,2,11,1984
79669,2,6,1987
52630,1,8,1975
12827,1,7,1978
73547,2,4,1984
77673,1,5,1990
46115,1,9,1992
15028,1,6,1974
66613,1,12,1983
61054,1,5,1985
12912,1,7,1989
54269,1,6,1991
45699,1,5,1993
83298,1,9,1996
76999,1,2,1984
30238,2,1,1986
62747,1,1,1988
43450,1,10,1985
42394,1,9,1987
42561,2,10,1995
90695,2,5,1997
32180,2,7,1979
35087,2,1,1981
50617,2,8,1982
41194,1,7,1991
45710,1,5,1996
49198,2,2,1985
73001,2,11,1987
29467,2,4,1991
66981,2,9,1984
76461,1,8,1988
87650,2,6,1991
78534,2,3,1987
13449,1,9,1989
53156,1,7,1991
76505,2,8,1979
24117,1,2,1983
22714,2,4,1984
72228,2,6,1986
57203,2,8,1988
94540,2,2,1979
91362,1,1,1982
85043,1,6,1985
57192,2,5,1983
26332,2,1,1985
19274,1,7,1987
87868,2,8,1976
76105,1,8,1981
46564,1,8,1985
53721,2,4,1988
56325,1,7,1995
98846,1,1,1983
45276,2,8,1984
33809,1,12,1992
18524,2,4,1997
97669,2,9,2001
33659,1,6,1990
24421,2,12,1977
40957,2,6,1980
48820,1,5,1984
77203,1,7,1982
19980,2,11,1987
33697,1,12,1986
89886,1,10,1990
73159,2,1,1986
86894,1,1,1989
35295,2,11,1987
68409,1,11,1989
98759,1,2,1994
16769,2,6,1996
32841,1,4,1985
66251,2,10,1990
35124,1,8,2002
53074,2,8,1982
12681,2,5,1990
27149,2,2,1985
33975,1,2,1987
38924,1,9,1984
77969,1,11,1986
92831,1,5,1987
53341,2,6,1990
80481,1,8,1989
16519,2,5,1992
25353,2,12,1994
68831,1,9,1998
53635,2,8,1988
51266,2,9,1994
13430,2,5,1996
52326,1,10,1997
50780,1,1,2000
53552,1,6,1992
60710,2,2,1995
34374,1,6,2001
32665,2,3,1986
95276,2,4,1989
79381,1,2,1979
45981,1,8,1981
36985,1,7,1984
73532,1,4,1987
71862,2,11,2002
43351,1,10,1982
69231,2,11,1984
78817,1,3,1988
98341,1,9,1977
28658,1,8,1979
64653,1,12,1982
78005,2,2,1984
50281,2,3,1986
60264,1,12,1985
50505,1,2,1989
65227,1,1,1979
17369,1,1,1983
96903,1,6,1989
98870,1,5,1981
77010,1,1,1983
54163,2,9,1985
42071,2,7,1987
97005,2,10,1977
15831,1,10,1980
45984,1,6,1985
63327,1,12,1987
54712,2,12,1975
78399,2,3,1978
48173,1,8,1980
37995,2,2,1985
83188,2,9,1989
25958,1,5,1994
58681,1,8,1997
62681,1,10,1978
94311,2,1,1981
84037,1,3,1983
91927,2,6,1985
35509,1,6,1988
88713,2,2,1990
21530,1,3,1991
81703,2,11,1992
40826,1,2,1991
81204,2,7,1992
91620,1,7,1987
36640,2,11,1989
80782,2,5,1990
80564,2,1,1997
96767,1,9,1999
85036,2,7,1989
93462,1,2,1982
63491,2,1,1989
40021,2,7,1980
42613,2,1,1981
55758,1,1,1987
38405,2,3,1991
47361,2,7,1978
15578,1,2,1981
37370,2,12,1982
78376,1,12,1983
66216,1,8,1985
95699,2,11,1976
33188,2,2,1978
35742,2,2,1983
55044,1,5,1984
59205,2,1,1990
94257,1,11,1992
53482,2,12,1981
47743,2,8,1986
46079,1,10,1980
15413,1,8,1986
24057,1,1,1988
68300,2,5,1991
76915,2,6,1993
61418,2,2,1996
90682,2,1,1983
13963,1,1,1986
83229,2,5,1990
96433,2,7,1977
25139,1,4,1979
91286,2,9,1997
85845,1,2,2001
21748,2,8,1979
32624,1,4,1986
40846,2,11,1979
11279,2,6,1981
19729,1,11,1985
18284,1,2,1999
50057,2,3,1984
77999,1,6,1986
23927,1,12,1987
82732,1,8,1993
89054,2,3,1986
67620,2,2,1984
92326,2,11,1979
85420,2,10,1976
37110,1,2,1979
34857,2,4,1981
38310,1,12,1978
17162,2,7,1981
68087,1,10,1987
60079,2,5,1980
54362,2,8,1986
98505,2,8,1986
80034,2,3,1979
80958,2,10,1990
48608,1,2,1980
25992,2,10,1992
20168,1,9,1989
31491,1,11,1992
41356,1,10,1982
47439,2,5,1984
92504,1,2,1986
59585,1,4,1993
34428,2,10,1994
68249,2,10,1996
30767,2,12,1975
14003,1,8,1979
42698,1,9,1982
11469,2,8,1984
33817,1,12,1983
81138,2,11,1985
20529,1,7,1987
11696,2,6,1989
87226,1,7,1993
21838,2,6,1982
40405,1,7,1987
73093,2,1,1980
84523,1,5,1982
45965,1,7,1999
18558,1,8,1982
10281,2,11,1986
42940,2,12,1988
78369,2,7,1992
29316,1,6,1994
86992,2,1,1995
27363,1,3,1999
96395,1,8,1974
54503,1,10,1975
50793,1,9,1977
67133,2,9,1978
15616,1,11,1980
44347,2,12,1980
16154,1,10,1984
29945,2,4,1986
43689,2,3,1988
68893,2,10,1990
68962,1,8,1995
54248,1,6,1977
63567,1,11,1984
63932,1,1,1973
12515,1,5,1976
63832,2,8,1982
32845,1,4,1978
59566,2,8,1989
84704,2,2,1994
79531,2,5,1985
76583,1,2,1977
29474,2,9,1992
26757,2,4,1998
16586,1,9,1979
11762,1,1,1989
54747,2,12,1984
15296,1,3,1989
20365,2,4,1986
67012,2,9,1988
21821,1,11,1979
93587,1,5,1984
92878,2,7,1997
74279,2,9,1983
27353,2,6,1989
82081,2,10,1982
97965,2,9,1988
12440,1,12,1978
51428,1,10,1987
23405,2,2,1981
96202,1,4,1982
52308,1,4,1988
43297,2,8,1989
83695,2,8,1981
62526,1,11,1983
92100,1,7,1986
37946,1,11,1982
83358,2,10,1983
47263,1,8,1989
55683,2,7,1981
90140,2,8,1989
77860,1,7,1982
17314,1,4,1984
89986,1,4,1984
95613,2,6,1988
24157,2,5,1984
81925,2,2,1991
68913,1,2,1984
29307,1,3,1989
17699,2,3,1978
62043,1,12,1979
96065,2,5,1981
54871,2,8,1984
63846,1,2,1984
82785,1,10,1985
28518,2,9,1987
67923,1,8,1976
86832,2,5,1978
25063,2,9,1985
42644,2,11,1987
87979,2,6,1989
35431,2,8,1994
69125,1,12,1984
61056,2,9,1989
70019,1,5,1988
99663,2,1,1982
10994,2,3,1985
75289,1,6,1986
32644,2,9,1980
57093,2,1,1988
76207,2,2,1989
76068,2,3,1990
86390,2,11,1986
15107,2,3,1978
62973,1,8,1980
89154,2,10,1989
82161,1,7,1980
59419,2,7,1982
38643,2,9,1984
58441,1,11,1987
16943,1,2,1980
70213,2,10,1981
90153,2,9,1983
20406,1,2,1985
24961,1,6,1988
73224,2,3,1990
85480,1,10,1983
31177,2,6,1991
80797,1,7,1985
25681,1,11,1990
25659,1,2,1990
95749,1,10,1991
36607,1,10,1991
87001,1,9,1990
90522,2,3,1982
34144,NA,NA,NA
60508,1,5,1995
58969,1,2,1998
25241,1,5,2002
66010,2,12,1981
44921,2,5,1989
83651,1,2,1993
10167,1,1,1981
28526,1,4,1982
95747,1,3,1985
17664,1,8,1993
28726,1,3,1996
85979,1,1,1987
22539,1,2,1990
67330,2,8,1991
53178,2,10,1992
93034,1,12,1975
13505,1,12,1976
85531,2,5,1977
59500,2,10,1984
71220,1,10,1984
71467,1,12,1981
78032,2,3,1993
84532,1,5,1996
83340,2,2,1982
64992,2,1,1985
16300,1,12,1989
25658,2,6,1977
77012,1,8,1981
26855,1,10,1990
89978,2,11,1984
28660,2,3,1991
14724,2,8,1993
45427,2,3,1993
83518,2,3,1989
51325,2,2,1981
58407,1,12,1983
51554,2,10,1982
53548,2,4,1981
17331,1,9,1983
82836,2,12,1986
37050,2,8,1987
28291,2,10,1990
42916,1,1,1993
57126,2,12,2001
38012,1,9,1990
73306,1,10,1992
96201,1,6,1980
28154,1,9,1981
69014,1,9,1984
18363,2,11,1990
92237,1,8,1987
40274,1,1,1992
87236,2,2,1998
67116,1,3,1983
89472,1,1,1985
93188,2,9,1987
83498,2,5,1991
76896,2,8,1994
90770,2,2,1997
55635,2,6,1977
91750,NA,NA,NA
15127,NA,NA,NA
72269,2,3,1978
40431,1,11,1981
65714,2,8,1985
53489,1,1,1989
82863,1,1,1991
35726,2,6,1985
41390,1,1,1987
67505,2,5,1988
74307,2,7,1989
27712,2,8,2000
24554,1,4,2003
40962,1,10,1993
92475,2,2,1987
23307,2,1,1989
59259,1,4,1990
30330,2,11,1976
56487,2,11,1979
70332,1,9,1981
25028,2,12,1983
36159,2,12,1992
48535,1,5,1987
39132,2,4,1989
31692,2,10,1997
47666,1,12,1987
60187,2,2,1989
35933,2,12,1996
80029,2,11,1982
22713,1,10,1987
17488,2,9,1990
45714,1,2,1994
96444,2,7,1996
45741,2,10,1979
23877,2,1,1981
61013,2,7,1983
13359,2,1,1988
27949,1,7,1985
61525,2,1,1992
29134,1,9,1984
64079,2,10,1993
53842,1,5,1980
27542,1,5,1982
93080,2,10,1983
72417,1,8,1987
61328,1,5,1982
84323,2,12,1992
65286,2,9,1996
37814,1,4,1984
23101,2,3,1991
20773,1,6,1992
39261,1,9,2004
80101,2,9,2005
97576,2,1,1983
88008,2,5,1988
58324,1,5,1990
33391,2,3,1979
39288,2,9,1980
22915,1,1,1984
59106,1,10,1987
19875,2,4,1993
79794,2,6,1982
10713,1,5,1986
70409,1,10,1995
33771,2,7,1978
11619,1,2,1983
81752,2,8,1979
51244,2,12,1986
68544,1,9,1980
25967,1,8,1982
41797,1,7,1983
86558,1,12,1984
56297,1,3,1988
18327,1,7,1975
36540,2,10,1982
88622,2,7,1985
22368,2,10,1992
68181,2,2,1996
26362,1,11,1983
23410,1,7,1990
84404,1,2,1982
49235,2,3,1987
75916,2,9,1999
63298,1,9,1994
70056,2,5,1997
44943,2,7,1980
23108,1,12,1981
63367,2,8,1980
41405,2,9,1981
20944,1,1,1980
49818,1,7,1985
60337,2,4,1982
50988,1,6,1987
49372,1,12,1988
61625,2,8,1989
36349,1,8,1986
55319,2,5,1989
68270,2,9,1977
57142,1,4,1982
76475,1,9,1989
36490,1,1,1982
64152,2,10,1985
84455,1,5,1978
93642,1,9,1980
53524,1,9,1984
79063,1,12,1987
50498,1,7,1985
36865,2,12,1986
77947,1,9,1988
76359,1,6,1993
15434,2,9,1983
27281,2,4,1991
75006,2,3,1986
56873,2,1,1989
80873,1,11,1979
40423,1,5,1980
97680,2,6,1982
94168,1,12,1983
97978,1,6,1985
64184,1,5,1982
59672,1,11,1989
62956,2,11,1991
17953,2,3,1990
26193,1,7,1976
73024,1,1,1978
49347,2,10,1979
23866,1,5,1984
93300,2,5,1980
55345,1,4,1983
54349,1,8,1979
56857,2,10,1980
77274,2,1,1982
98542,1,1,1982
36891,2,5,1987
45907,1,11,1992
62136,1,11,1976
52529,1,8,1980
28635,1,6,1982
16582,2,7,1986
80400,2,3,1990
87488,1,5,1976
64360,2,4,1985
61689,1,7,1981
54220,1,9,1984
40684,2,7,1987
18136,1,8,1992
12054,2,2,1989
16540,1,2,1991
62888,1,10,1976
54749,1,9,1977
42120,2,1,1987
72447,2,9,1978
90991,1,5,1981
63719,2,10,1987
17424,2,10,1981
74977,2,8,1983
96849,1,9,1984
88255,1,11,2000
26881,1,9,1983
10092,1,10,1985
96478,2,10,1992
50572,1,4,1984
16364,2,5,1987
92119,1,10,1997
89677,2,8,2001
20072,1,3,1983
54592,1,7,1987
79611,1,7,1991
